,projectname,classification,commenttext,label,code,yes_vote,no_vote
0,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Private members,no,undetermined,0,9
1,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
2,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
3,jEdit-4.2,WITHOUT_CLASSIFICATION,// return the newly created 'untitled-1',no,undetermined,0,9
4,jEdit-4.2,DESIGN,"/*
		Note: this method and resolveExpectedJavaField should be rewritten
		to invert this logic so that no exceptions need to be caught
		unecessarily.  This is just a temporary impl.
		@return the field or null if not found
	*/",yes,undetermined,0,9
5,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getFoldLevel() method,no,undetermined,0,9
6,jEdit-4.2,WITHOUT_CLASSIFICATION,// adds the previous Edge to the list of Edges used by this CodeWriter,no,undetermined,1,8
7,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
8,jEdit-4.2,WITHOUT_CLASSIFICATION,// return cached type if available,no,undetermined,0,9
9,jEdit-4.2,WITHOUT_CLASSIFICATION,// give all text areas the same font,no,undetermined,0,9
10,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
11,jEdit-4.2,WITHOUT_CLASSIFICATION,"/*
			Try super import if available
			Note: we do this last to allow explicitly imported classes
			and packages to take priority.  This method will also throw an
			error indicating ambiguity if it exists...
		*/",no,undetermined,1,8
12,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ edit() method,no,undetermined,0,9
13,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
14,jEdit-4.2,WITHOUT_CLASSIFICATION,"/* both have same visibility; just remove
			 * anything in between. */",no,undetermined,1,8
15,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Initialize the GUI,no,undetermined,0,9
16,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
17,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ run() method,no,undetermined,0,9
18,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
19,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ isRightClickPopupEnabled() method,no,undetermined,0,9
20,jEdit-4.2,WITHOUT_CLASSIFICATION,"// Found ""<?""",no,undetermined,0,9
21,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ StringICaseCompare class,no,undetermined,0,9
22,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ mouseReleased() method,no,undetermined,0,9
23,jEdit-4.2,WITHOUT_CLASSIFICATION,/*	Methods for interacting with Parser */,no,undetermined,0,9
24,jEdit-4.2,WITHOUT_CLASSIFICATION,"// no background mode, and opening a new view",no,undetermined,0,9
25,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ quicksort() method,no,undetermined,0,9
26,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ transactionComplete() method,no,undetermined,0,9
27,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
28,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
29,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
30,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Package-private members,no,undetermined,0,9
31,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
32,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
33,jEdit-4.2,WITHOUT_CLASSIFICATION,// updates current and max stack sizes,no,undetermined,0,9
34,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
35,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
36,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
37,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
38,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
39,jEdit-4.2,WITHOUT_CLASSIFICATION,"//moveGap(-1,0,""contentInserted"");",no,undetermined,0,9
40,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ invalidateAll() method,no,undetermined,0,9
41,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ AllBufferSet constructor,no,undetermined,0,9
42,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
43,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
44,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ ParentMouseHandler class,no,undetermined,0,9
45,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ constructPath() method,no,undetermined,0,9
46,jEdit-4.2,DESIGN,// this part sucks,yes,undetermined,0,9
47,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
48,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
49,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ WorkThreadHandler class,no,undetermined,0,9
50,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
51,jEdit-4.2,WITHOUT_CLASSIFICATION,"// if at least one property listed here is true, // load the plugin",no,undetermined,0,9
52,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
53,jEdit-4.2,WITHOUT_CLASSIFICATION,/* nothing */,no,undetermined,0,9
54,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Private members,no,undetermined,0,9
55,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ StatusBar constructor,no,undetermined,0,9
56,jEdit-4.2,WITHOUT_CLASSIFICATION,// Change import precedence if we are a class body/instance // Get imported first.,no,undetermined,0,9
57,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}} //{{{ Backward search,no,undetermined,0,9
58,jEdit-4.2,WITHOUT_CLASSIFICATION,"// walk up hierarchy, looking for an EditPane",no,undetermined,0,9
59,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
60,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
61,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
62,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ cancel() method,no,undetermined,0,9
63,jEdit-4.2,WITHOUT_CLASSIFICATION,// Don't show the welcome message if jEdit was started // with the -nosettings switch,no,undetermined,0,9
64,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
65,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
66,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ init() method,no,undetermined,0,9
67,jEdit-4.2,WITHOUT_CLASSIFICATION,// send to specific event handler,no,undetermined,0,9
68,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ isExpanded() method,no,undetermined,0,9
69,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
70,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
71,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Property methods,no,undetermined,0,9
72,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
73,jEdit-4.2,WITHOUT_CLASSIFICATION,// end while,no,undetermined,0,9
74,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
75,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
76,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ setSelectedColor() method,no,undetermined,0,9
77,jEdit-4.2,WITHOUT_CLASSIFICATION,// need to set the input stream - reinit the parser?,no,undetermined,0,9
78,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
79,jEdit-4.2,WITHOUT_CLASSIFICATION,// Order these from longest to shortest // Start by assuming longest (more repeats),no,undetermined,0,9
80,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
81,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
82,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
83,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ VFSDirectoryEntryTableModel constructor,no,undetermined,0,9
84,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ VFS constructor,no,undetermined,0,9
85,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ LineContext constructor,no,undetermined,0,9
86,jEdit-4.2,WITHOUT_CLASSIFICATION,// // Constants for attribute default value. //,no,undetermined,0,9
87,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
88,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
89,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}} //}}},no,undetermined,0,9
90,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
91,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
92,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
93,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ initSiteProperties() method,no,undetermined,0,9
94,jEdit-4.2,WITHOUT_CLASSIFICATION,"// if chain returns false, it ""rejected"" the token due to // an optimization, and next was combined with lastToken",no,undetermined,0,9
95,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ tallCaretDelete() method,no,undetermined,0,9
96,jEdit-4.2,WITHOUT_CLASSIFICATION,// True if a \n was read after a \r. Usually // means this is a DOS/Windows file,no,undetermined,0,9
97,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
98,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
99,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getBorderInsets() method,no,undetermined,0,9
100,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
101,jEdit-4.2,WITHOUT_CLASSIFICATION,/*@bgen(jjtree) MethodDeclaration */,no,undetermined,0,9
102,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
103,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getMinimumSize() method,no,undetermined,0,9
104,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}} //}}},no,undetermined,0,9
105,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
106,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ resetProperty() method,no,undetermined,0,9
107,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
108,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ HelpSearchPanel constructor,no,undetermined,0,9
109,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}} //}}},no,undetermined,0,9
110,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ ResultCellRenderer class,no,undetermined,0,9
111,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getToolTipText() method,no,undetermined,0,9
112,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
113,jEdit-4.2,WITHOUT_CLASSIFICATION,//}}},no,undetermined,0,9
114,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Services,no,undetermined,0,9
115,jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ stop() method,no,undetermined,0,9
