,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba
0,jfreechart-1.0.19,DEFECT,// result = this.workingCalendar.getTimeInMillis(); // preceding code won't work with JDK 1.3,yes,undetermined,0,0,0,no,0.3104086321719607,no,0.2796940674747853,no,0.27557217801274086,yes,0.5521322957054513,yes,0.5475050605542765
1,jfreechart-1.0.19,DEFECT,// TODO: Check this result...,yes,undetermined,0,0,0,yes,0.9950018520799899,yes,0.9955629225455168,yes,0.9958555133203426,yes,0.9961452197085282,yes,0.9962459150536253
2,jfreechart-1.0.19,DEFECT,// TODO: Check this result...,yes,undetermined,0,0,0,yes,0.9950018520799899,yes,0.9955629225455168,yes,0.9958555133203426,yes,0.9961452197085282,yes,0.9962459150536253
3,jfreechart-1.0.19,DEFECT,//return cal.getTimeInMillis(); // preceding code won't work with JDK 1.3,yes,undetermined,0,0,0,no,0.2030727472053815,no,0.18206907926622737,no,0.17687170452879283,yes,0.6771901755148615,yes,0.6741231850928716
4,jfreechart-1.0.19,DEFECT,// TODO: we didn't check the height yet,yes,undetermined,0,0,0,yes,0.9830257997608461,yes,0.9889345136838101,yes,0.9892774547396872,yes,0.9899431396607106,yes,0.990105094915231
5,jfreechart-1.0.19,DEFECT,"// FIXME: we've cloned the chart, but the dataset(s) aren't cloned // and we should do that",yes,undetermined,0,0,0,yes,0.8170927489823216,no,0.49265840759281326,no,0.3921332789947317,no,0.39383719343737483,no,0.3883626831959966
6,jfreechart-1.0.19,DEFECT,// todo: not serialized yet,yes,undetermined,0,0,0,yes,0.9749901247107496,yes,0.98894508119046,yes,0.9892800886075368,yes,0.989930636051961,yes,0.9901253625271487
7,jfreechart-1.0.19,DEFECT,// FIRST_MONDAY_AFTER_1900 = cal.getTime().getTime(); // preceding code won't work with JDK 1.3,yes,undetermined,0,0,0,no,0.1149497059169613,no,0.10287668882853666,no,0.09913612937632561,yes,0.9899153198559856,yes,0.9901036273770212
8,jfreechart-1.0.19,DEFECT,// TODO: we didn't check the height yet,yes,undetermined,0,0,0,yes,0.9830257997608461,yes,0.9889345136838101,yes,0.9892774547396872,yes,0.9899431396607106,yes,0.990105094915231
9,jfreechart-1.0.19,DESIGN,// this may be negative,yes,undetermined,0,0,0,no,0.017099562605082066,no,0.014629856273794985,no,0.013764919317027205,no,0.01357151619380673,no,0.01282826612033003
10,jfreechart-1.0.19,DESIGN,// TODO: to be implemented,yes,undetermined,0,0,0,yes,0.9999999997841721,yes,0.9999999997596246,yes,0.9999999997825515,yes,0.9999999998318104,yes,0.9999999998570948
11,jfreechart-1.0.19,DESIGN,// TODO:  the subplot areas needs to be moved out of the plot into the plot //        state,yes,undetermined,0,0,0,yes,0.984988312426891,yes,0.9889351600340177,yes,0.9894567752361126,yes,0.9901045634161492,yes,0.9902949056432832
12,jfreechart-1.0.19,DESIGN,//TODO: shift block down to bottom,yes,undetermined,0,0,0,yes,0.986090273764149,yes,0.9934196900685082,yes,0.9936880545553542,yes,0.9941218492327291,yes,0.9942642421692028
13,jfreechart-1.0.19,DESIGN,"// TODO: it might be a good idea to keep a reference to the color // specified in setPaint() or setColor(), rather than creating a // new object every time getPaint() is called.",yes,undetermined,0,0,0,yes,0.9032105301057729,yes,0.9889546253990968,yes,0.9892679851375619,yes,0.9899343498661802,yes,0.9901233399602823
14,jfreechart-1.0.19,DESIGN,// TODO: for now we are ignoring the height constraint,yes,undetermined,0,0,0,yes,0.9749076393196784,yes,0.9889458202573332,yes,0.9892602174756181,yes,0.9899196564621339,yes,0.9901092902980067
15,jfreechart-1.0.19,DESIGN,// first determine the size of the chart rendering area... // TODO workout insets for SWT,yes,undetermined,0,0,0,yes,0.5665703264565177,no,0.3516166878348144,no,0.34003117146209827,no,0.3479505817862908,no,0.34265608392083413
16,jfreechart-1.0.19,DESIGN,// TODO: implement properly,yes,undetermined,0,0,0,yes,0.9999990375399188,yes,0.999999544757447,yes,0.9999996110987105,yes,0.9999996779658428,yes,0.999999708058804
17,jfreechart-1.0.19,DESIGN,// TODO: this must be wrong...,yes,undetermined,0,0,0,yes,0.9999963438807818,yes,0.9999960694970971,yes,0.9999964758923897,yes,0.9999970273868207,yes,0.9999972502175305
18,jfreechart-1.0.19,DESIGN,// TODO: we didn't check the width yet,yes,undetermined,0,0,0,yes,0.9146674191627095,yes,0.9889508125839931,yes,0.9892803704646069,yes,0.9899343413454711,yes,0.990120410645123
19,jfreechart-1.0.19,DESIGN,// hack to ensure the newly created awt fonts will be rendered with the // same height as the swt one,yes,undetermined,0,0,0,yes,0.8661016909986794,yes,0.780636319887244,yes,0.7759834067005172,yes,0.7808831039254915,yes,0.779193634469535
20,jfreechart-1.0.19,DESIGN,//TODO: shift block right by half,yes,undetermined,0,0,0,yes,0.9730761488203028,yes,0.9910853298727124,yes,0.9913970814627606,yes,0.9919236529671182,yes,0.9920949148193854
21,jfreechart-1.0.19,DESIGN,// FIXME: need a locale as well as a timezone,yes,undetermined,0,0,0,yes,0.9999882696481031,yes,0.9955940978252458,yes,0.9956197782277352,yes,0.9959182730172799,yes,0.9960267585472731
22,jfreechart-1.0.19,DESIGN,//TODO: shift block over to right,yes,undetermined,0,0,0,yes,0.9901155076411282,yes,0.9945634470722909,yes,0.9948136215019345,yes,0.9951708566046692,yes,0.9952958908681075
