,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba
0,apache-jmeter-2.10,DEFECT,// Don't try restoring the URL TODO: wy not?,yes,undetermined,0,0,0,yes,0.9775873202698829,yes,0.9882606431836112,yes,0.9892251798781097,yes,0.9887939358009812,yes,0.9897781497439478
1,apache-jmeter-2.10,DEFECT,// TODO: Why do we clone the return value? This is the only reference // to it (right?) so we shouldn't need a separate copy.,yes,undetermined,0,0,0,yes,0.7623702364327583,yes,0.6804458617311465,yes,0.6555610690438052,yes,0.6485575391532332,yes,0.6565709528148392
2,apache-jmeter-2.10,DEFECT,"/*
     * Fix bug in JVMs that return true/false rather than True/False
     * from the type editor getAsText() method
     */",yes,undetermined,0,0,0,no,0.05692472426499933,yes,0.98829678406151,yes,0.9892240317886647,yes,0.988813934603048,yes,0.9897956028581866
3,apache-jmeter-2.10,DEFECT,// Should this also fail the sample? // Can happen for incorrect XPath expression,yes,undetermined,0,0,0,no,0.006159509188113805,yes,0.9882853149896038,yes,0.9892269735909793,yes,0.9888246644093259,yes,0.9897854236759787
4,apache-jmeter-2.10,DEFECT,// TODO - why does null property have a value?,yes,undetermined,0,0,0,yes,0.9959958458336278,yes,0.9950160402951586,yes,0.9956971032583927,yes,0.9954755702156751,yes,0.9959169066802638
5,apache-jmeter-2.10,DEFECT,//int contentLength = httpMethod.getResponseContentLength();Not visible ... //TODO size ouststream according to actual content length,yes,undetermined,0,0,0,yes,0.8049350051567392,yes,0.684394458409001,yes,0.6697710463438439,yes,0.6478062207998878,yes,0.6560740834642782
6,apache-jmeter-2.10,DEFECT,"// This would be sensible, but does not work: // public int hashCode() // { // return propMap.hashCode(); // }",yes,undetermined,0,0,0,no,0.22050579523564176,no,0.2986604903587305,no,0.29328680883820685,no,0.271427290106247,no,0.26990906404972215
7,apache-jmeter-2.10,DEFECT,// FIXME Due to startEngine being commented engine will always be null //private StandardJMeterEngine engine;,yes,undetermined,0,0,0,yes,0.6457706259772514,yes,0.60572197324982,yes,0.6045516379600699,yes,0.5843314006991773,yes,0.5963357391812732
8,apache-jmeter-2.10,DEFECT,// NOTE: these lines center the about dialog in the // current window. Some older Swing versions have // a bug in getLocationOnScreen() and they may not // make this behave properly.,yes,undetermined,0,0,0,no,0.06851503503098044,yes,0.9882888181808622,yes,0.9892277558958804,yes,0.9888300200169784,yes,0.9897951803116967
9,apache-jmeter-2.10,DEFECT,// TODO - how can this be null?,yes,undetermined,0,0,0,yes,0.9900759044128012,yes,0.993976322157361,yes,0.9944866053549678,yes,0.9942764741618341,yes,0.9948079874229185
10,apache-jmeter-2.10,DEFECT,// TODO display warning dialog as this can take some time,yes,undetermined,0,0,0,yes,0.9705129870522319,yes,0.9882847495320541,yes,0.9892053074704056,yes,0.9888116296085325,yes,0.9897743346333668
11,apache-jmeter-2.10,DEFECT,// TODO: may not work on all OSes?,yes,undetermined,0,0,0,yes,0.9974783406024962,yes,0.9969579394570025,yes,0.9971847989743942,yes,0.9969854187596711,yes,0.9972737693431616
12,apache-jmeter-2.10,DEFECT,"/*
     * TODO: error counting needs to be sorted out.
     *
     * At present the Statistical Sampler tracks errors separately
     * It would make sense to move the error count here, but this would
     * mean lots of changes.
     * It's also tricky maintaining the count - it can't just be incremented/decremented
     * when the success flag is set as this may be done multiple times.
     * The work-round for now is to do the work in the StatisticalSampleResult,
     * which overrides this method.
     * Note that some JMS samplers also create samples with > 1 sample count
     * Also the Transaction Controller probably needs to be changed to do
     * proper sample and error accounting.
     * The purpose of this work-round is to allow at least minimal support for
     * errors in remote statistical batch mode.
     *
     */",yes,undetermined,0,0,0,yes,0.9504366809697977,yes,0.9883000587981168,yes,0.9892202173030185,yes,0.9888203995370004,yes,0.9897927346976674
13,apache-jmeter-2.10,DEFECT,// TODO: doesn't putting this here mark the tree as // saved even though a failure may occur later?,yes,undetermined,0,0,0,yes,0.6346340590655272,yes,0.6526077220232619,yes,0.7527196935791257,yes,0.7459789749007624,yes,0.7555220269473315
14,apache-jmeter-2.10,DEFECT,"// TODO - fix so that this is only called once per test, instead of at every clone // Perhaps save previous filename, and only load if it has changed?",yes,undetermined,0,0,0,no,0.48675599201411346,yes,0.7578054690630623,yes,0.7694298512264216,yes,0.7691951062189516,yes,0.7763711840624924
15,apache-jmeter-2.10,DEFECT,// Bug in above method,yes,undetermined,0,0,0,no,0.026082402138272266,yes,0.9882898284166347,yes,0.9892345699486927,yes,0.9888238245111988,yes,0.9897948861295434
16,apache-jmeter-2.10,DEFECT,// TODO should we call test listeners? That might hang too ... //$NON-NLS-1$ // default is true,yes,undetermined,0,0,0,yes,0.8430107472042752,yes,0.8628415924082259,yes,0.860679478965543,yes,0.8518952287528992,yes,0.8568003889129031
