,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba
0,columba-1.4-src,DEFECT,// does not work: r.getFolderName() // does not work: r.getMessage().getUID(),yes,undetermined,0,0,0,no,0.5203046392725621,no,0.5,no,0.515249971567559,no,0.51868711226642
1,columba-1.4-src,DEFECT,// TODO: key can't be null,yes,undetermined,0,0,0,yes,0.9999935828096124,yes,0.99999345481257,yes,0.9999943967547956,yes,0.9999958683152743
2,columba-1.4-src,DEFECT,"// bug #997560 (fdietz): CC: should be in Cc:, instead of To: //toList.addAll(Arrays.asList(rfcHeader.getCc()));",yes,undetermined,0,0,0,no,0.13915650269078622,no,0.0909108208113786,yes,0.9938702424804988,yes,0.9945566281796838
3,columba-1.4-src,DEFECT,// TODO check if we have to manually set the folder/uid in  // message controller to make this work,yes,undetermined,0,0,0,yes,0.9707606190693544,yes,0.9934924392197065,yes,0.9938713778161408,yes,0.9945500550078437
4,columba-1.4-src,DEFECT,"// bug #997560 (fdietz): CC: should be in Cc:, instead of To:",yes,undetermined,0,0,0,no,0.10648457354502931,no,0.06000858989082224,yes,0.9938810530082806,yes,0.9945475981302997
5,columba-1.4-src,DEFECT,// FIXME this is not correct,yes,undetermined,0,0,0,yes,0.9932085398268353,yes,0.9942437995587522,yes,0.9946191177816079,yes,0.995216526027744
6,columba-1.4-src,DEFECT,// FIXME correct year calculation,yes,undetermined,0,0,0,yes,0.9438735264842721,yes,0.9935130828226535,yes,0.9938834738086484,yes,0.9945577803855429
7,columba-1.4-src,DEFECT,// FIXME check if the id is a correct file name! ,yes,undetermined,0,0,0,yes,0.9915482004450695,yes,0.993502025247778,yes,0.9938727052355045,yes,0.9945364814382491
8,columba-1.4-src,DEFECT,"// TODO: newUID, generate correctly formatted date string",yes,undetermined,0,0,0,yes,0.9327207074555386,yes,0.9934928809363534,yes,0.9938880378802059,yes,0.9945421014611958
9,columba-1.4-src,DEFECT,// TODO fix doctype,yes,undetermined,0,0,0,yes,0.9902705542191167,yes,0.9934979264270273,yes,0.9938779463496719,yes,0.9945346234650272
10,columba-1.4-src,DEFECT,// TODO: key can't be null,yes,undetermined,0,0,0,yes,0.9999935828096124,yes,0.99999345481257,yes,0.9999943967547956,yes,0.9999958683152743
11,columba-1.4-src,DEFECT,// TODO: fix parser exception,yes,undetermined,0,0,0,yes,0.9954356525610893,yes,0.9956403037300592,yes,0.9958617897115136,yes,0.996321187162982
12,columba-1.4-src,DEFECT,"/**
 * FIXME:
 * 
 * @author fdietz: No locking of folders currently implemented!
 * 
 * @author frd
 */",yes,undetermined,0,0,0,yes,0.9999991399434354,yes,0.9935050202052622,yes,0.9938691548586243,yes,0.9945565647179806
13,columba-1.4-src,DESIGN,// TODO (@author fdietz): should be removed if we only use // Streams!,yes,undetermined,0,0,0,yes,0.9999986761296379,yes,0.9972633733174708,yes,0.9972555488693092,yes,0.9999823900416692
14,columba-1.4-src,DESIGN,// FIXME (@author karlpeder): Is 3.2 the proper version of html to refer to?,yes,undetermined,0,0,0,yes,0.9959628459483701,yes,0.9935083051179554,yes,0.9938698126727472,yes,0.9945386388633535
15,columba-1.4-src,DESIGN,// this is a hack for the multiline column,yes,undetermined,0,0,0,yes,0.9948372122564996,yes,0.993975067740523,yes,0.9942504818345581,yes,0.9948733118802188
16,columba-1.4-src,DESIGN,//TODO (@author tstich): do something,yes,undetermined,0,0,0,yes,0.9999999999975797,yes,0.9999996884350104,yes,0.9999997509478658,yes,0.9999998264067628
17,columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n,yes,undetermined,0,0,0,yes,0.9999999995477233,yes,0.9999980831579816,yes,0.9999983293440456,yes,0.9999987861067169
18,columba-1.4-src,DESIGN,// FIXME remove method // toolbarPane.add(c);,yes,undetermined,0,0,0,yes,0.988593551055107,yes,0.9935129583115132,yes,0.9938689411391928,yes,0.9945398108682734
19,columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n,yes,undetermined,0,0,0,yes,0.9999999995477233,yes,0.9999980831579816,yes,0.9999983293440456,yes,0.9999987861067169
20,columba-1.4-src,DESIGN,//TODO (@author fdietz): i18n,yes,undetermined,0,0,0,yes,0.9999999995477233,yes,0.9999980831579816,yes,0.9999983293440456,yes,0.9999987861067169
21,columba-1.4-src,DESIGN,// TODO @author hubms: copied from frederiks search builder,yes,undetermined,0,0,0,yes,0.9999988794293103,yes,0.9962554353791111,yes,0.9952550793053044,yes,0.9957757109971496
22,columba-1.4-src,DESIGN,// real stupid recreation of whole list model // -> replace with id-based listmodel update,yes,undetermined,0,0,0,no,0.17733371174354165,no,0.09389345397952532,yes,0.9938713875015365,yes,0.9945470287826048
23,columba-1.4-src,DESIGN,// TODO (@author karlpeder): Extend handling of special entities as in restoreSpecialCharacters,yes,undetermined,0,0,0,yes,0.9999992532360242,yes,0.999989291174581,yes,0.9999899656007872,yes,0.9999924569243359
24,columba-1.4-src,DESIGN,"/**
     * Transforms email-addresses into HTML just as
     * substituteEmailAddress(String), but tries to ignore email-addresses,
     * which are already links, if the ignore links flag is set.
     * <br>
     * This extended functionality is necessary when parsing a text which
     * is already (partly) html.
     * <br>
     * FIXME: Can this be done smarter, i.e. directly with reg. expr. without manual parsing??
     *
     * @param         s                                input text
     * @param        ignoreLinks                if true link tags are ignored. This gives a
     *                                                         wrong result if some e-mail adresses are
     *                                                         already links (but uses reg. expr. directly,
     *                                                         and is therefore faster)
     * @return        text with email-adresses transformed to links
     */",yes,undetermined,0,0,0,no,0.12290592242821574,no,0.09185374776209543,yes,0.9938887363554358,yes,0.9945519474471007
25,columba-1.4-src,DESIGN,//TODO: Return content encoding according to the mime part in the mail,yes,undetermined,0,0,0,yes,0.7512693501973068,yes,0.9633432115168014,yes,0.9938731329019416,yes,0.9945373362974409
26,columba-1.4-src,DESIGN,//TODO: Return content type according to the mime part in the mail,yes,undetermined,0,0,0,yes,0.9054179500555437,yes,0.9935056088991302,yes,0.9947504088294542,yes,0.99544522790574
27,columba-1.4-src,DESIGN,// hack to support dockable view title update // TODO replace with listener pattern,yes,undetermined,0,0,0,yes,0.9999999458053789,yes,0.9999999116764586,yes,0.9999999384430757,yes,0.9999999579226158
28,columba-1.4-src,DESIGN,/*TODO stop polling thread?! */,yes,undetermined,0,0,0,yes,0.9735473975191334,yes,0.9935166302090529,yes,0.993870817859763,yes,0.9945492213950042
29,columba-1.4-src,DESIGN,// TODO @author hubms: bad: if there is a icon it is tagged or // not,yes,undetermined,0,0,0,yes,0.9999997667784405,yes,0.9999954124497539,yes,0.9999956509120935,yes,0.9999967564704862
30,columba-1.4-src,DESIGN,// TODO categoryEnumeration,yes,undetermined,0,0,0,no,0.011784579521823553,no,0.011086796533500708,no,0.010571373587762632,no,0.009736320783809389
31,columba-1.4-src,DESIGN,// hack: if start and end time is at 00:00:00:000 it is // an all day event,yes,undetermined,0,0,0,no,0.20854934991544297,no,0.17278242451504314,no,0.17095661854515615,no,0.1675196658165974
32,columba-1.4-src,DESIGN,// register interest on store changes // TODO the dependency should be the other way around,yes,undetermined,0,0,0,yes,0.9973669746676901,yes,0.9970382905554581,yes,0.9971753114127122,yes,0.9999820875215635
33,columba-1.4-src,DESIGN,"// TODO: fix layout to look good, even if there's not enough information provided",yes,undetermined,0,0,0,yes,0.9930632280019078,yes,0.9936932507544136,yes,0.993988091938996,yes,0.9946520070179381
34,columba-1.4-src,DESIGN,// TODO (@author fdietz): i18n,yes,undetermined,0,0,0,yes,0.9999999995477233,yes,0.9999980831579816,yes,0.9999983293440456,yes,0.9999987861067169
35,columba-1.4-src,DESIGN,// FIXME: ugly cast to ContactModel,yes,undetermined,0,0,0,yes,0.9999999970758956,yes,0.9999999979460998,yes,0.9999999985043748,yes,0.9999999990645807
36,columba-1.4-src,DESIGN,// @TODO dont use deprecated method,yes,undetermined,0,0,0,yes,0.9999939675867442,yes,0.9999917973436192,yes,0.9999927961365874,yes,0.9999946235858195
37,columba-1.4-src,DESIGN,/* TODO must get polling interval from config file */,yes,undetermined,0,0,0,yes,0.9262490897756573,yes,0.9935135733931987,yes,0.9938764702531351,yes,0.9945519104172242
38,columba-1.4-src,DESIGN,//      TODO: reactivate when feature is supported,yes,undetermined,0,0,0,yes,0.999984903049302,yes,0.9999853129638631,yes,0.9999872842709326,yes,0.9999903726071978
39,columba-1.4-src,DESIGN,// If this folder has children add them // TODO: In the future we should try to fetch additional children on demand // when the tree of the dialog is opened,yes,undetermined,0,0,0,yes,0.6449128578962842,no,0.4568765062976782,no,0.4352987133261787,no,0.43707290811091054
40,columba-1.4-src,DESIGN,// TODO (@author fdietz): Add more special entities - e.g. accenture chars such as ?,yes,undetermined,0,0,0,yes,0.9999927267156156,yes,0.9941103592915442,yes,0.9941807080980182,yes,0.994784319250427
