,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba,svm_pred_5,svm_pred_5_proba,svm_pred_6,svm_pred_6_proba
0,jEdit-4.2,DEFECT,// Technically incorrect here - we need to wrap null values // as bsh.Primitive.NULL.  However the This.invokeMethod() // will do that much for us. // We need to generate a conditional here to test for null // and return Primitive.NULL,yes,undetermined,0,0,0,no,0.011810994402482768,yes,0.9936289652832545,yes,0.9944514560993153,yes,0.9950861083456294,yes,0.9946356001822491,yes,0.9952590449308404,yes,0.9954292872282978
1,jEdit-4.2,DEFECT,"// looks bad with the OS X L&F, apparently...",yes,undetermined,0,0,0,no,0.026365013041031185,yes,0.9936210481264849,yes,0.9944593104202764,yes,0.9950900386518418,yes,0.9946334556202998,yes,0.9952443979935891,yes,0.9954134041083674
2,jEdit-4.2,DEFECT,"// very subtle... if we leave this for // ensurePhysicalLineIsVisible(), an // extra line will be added to the // scroll line count.",yes,undetermined,0,0,0,no,0.009495250684003437,yes,0.9936172297816861,yes,0.9944416131203324,yes,0.9950899643457332,yes,0.9946357770015183,yes,0.9952428771173005,yes,0.9954165950021233
3,jEdit-4.2,DEFECT,// only works for jEdit plugins,yes,undetermined,0,0,0,no,0.06322041192313865,yes,0.9936266088622084,yes,0.9944476683231296,yes,0.9950872106702893,yes,0.9946246189246777,yes,0.995257611866762,yes,0.9954261142754532
4,jEdit-4.2,DEFECT,// Warning: Null callstack here.  Don't think we need // a stack trace to indicate how we sourced the method.,yes,undetermined,0,0,0,no,0.08239485339181317,yes,0.9936203702312221,yes,0.9944411113432515,yes,0.9950815785395655,yes,0.994626649017655,yes,0.9952473660530688,yes,0.9954181900871336
5,jEdit-4.2,DEFECT,// does it matter that this doesn't set the type correctly?,yes,undetermined,0,0,0,no,0.23319482681480258,no,0.2163435058247506,no,0.2016956523895364,no,0.18634676825100804,no,0.17484545601380236,no,0.17293418611312916,no,0.16512106048407083
6,jEdit-4.2,DEFECT,// Jun 9 2004 12:40 PM // waitFor() hangs on some Java // implementations.,yes,undetermined,0,0,0,no,0.007858933433682928,yes,0.9936195233095728,yes,0.9944562662275691,yes,0.9950853221299341,yes,0.9946366647612511,yes,0.995239674817839,yes,0.9954120875033017
7,jEdit-4.2,DEFECT,// Feb 4 2000 5:30 PM // Catch Throwable here rather than Exception. // Kaffe's implementation of Runtime.exec throws java.lang.InternalError.,yes,undetermined,0,0,0,no,0.008826048634100912,yes,0.9936211989364347,yes,0.994442020291702,yes,0.995080195733216,yes,0.9946293268448426,yes,0.9952458124486862,yes,0.9954175242483816
8,jEdit-4.2,DEFECT,"// looks bad with the OS X L&F, apparently...",yes,undetermined,0,0,0,no,0.026365013041031185,yes,0.9936210481264849,yes,0.9944593104202764,yes,0.9950900386518418,yes,0.9946334556202998,yes,0.9952443979935891,yes,0.9954134041083674
9,jEdit-4.2,DEFECT,/* two plugins provide same class! */,yes,undetermined,0,0,0,no,0.03280372620944138,yes,0.9936353604516787,yes,0.9944547515681961,yes,0.9950948749462615,yes,0.994638210513001,yes,0.9952544928848855,yes,0.9954265865998794
10,jEdit-4.2,DEFECT,"// This really should be Long.decode, but there isn't one. As a result, // hex and octal literals ending in 'l' or 'L' don't work.",yes,undetermined,0,0,0,no,0.07294383639011075,yes,0.9936322298966747,yes,0.9944595215669476,yes,0.9950938955411474,yes,0.9946400478988784,yes,0.9952514008574482,yes,0.9954231942083751
11,jEdit-4.2,DEFECT,//{{{ Broken class,yes,undetermined,0,0,0,no,0.10350527551932572,no,0.3760003952276323,no,0.3625458299808796,no,0.34804210201688074,no,0.3323767341063711,no,0.33293088801312476,no,0.31981260584091986
12,jEdit-4.2,DEFECT,"// while its broken to have a null // symlinkPath, some older plugins // might...",yes,undetermined,0,0,0,no,0.060316861022657695,yes,0.9936265470058804,yes,0.9944567727208462,yes,0.9950762316456673,yes,0.9946377051054036,yes,0.9952602237465044,yes,0.9954319512050459
13,jEdit-4.2,DEFECT,"// This is not good... // need a way to update eval without re-installing... // so that we can re-eval params, etc. when classloader changes // look into this",yes,undetermined,0,0,0,no,0.05100928337025754,yes,0.9936273097165357,yes,0.9944424443477974,yes,0.9950796104378223,yes,0.9946405617195527,yes,0.9952612692203353,yes,0.9954311049011774
14,jEdit-4.2,DEFECT,// this seems to make nested readLock() calls work okay. // but I have no idea if it actually fixes things or not.,yes,undetermined,0,0,0,no,0.40021886936648143,yes,0.5699744574225664,yes,0.5630634358634521,yes,0.5628035879192574,yes,0.5424269279982591,yes,0.5475319193500826,yes,0.5394466981892221
15,jEdit-4.2,DEFECT,"// ... but if HyperSearch results window is floating, // the workaround causes problems!",yes,undetermined,0,0,0,yes,0.8371346307635502,yes,0.853807721579565,yes,0.8579734229253946,yes,0.858422363800904,yes,0.8559031692174398,yes,0.8634711491338452,yes,0.8622416128019535
16,jEdit-4.2,DEFECT,//{{{ Set the buffer's path // Caveat: won't work if save() called with a relative path. // But I don't think anyone calls it like that anyway.,yes,undetermined,0,0,0,no,0.2692014970781463,no,0.34049210587944406,no,0.332310553475203,no,0.3143662418174866,no,0.2961387518561611,no,0.29536262384842465,no,0.2858226506668122
17,jEdit-4.2,DEFECT,// TODO: move(x) shouldn't rely on calling next() x times,yes,undetermined,0,0,0,yes,0.9869572936871913,yes,0.9936135652097127,yes,0.9944422858557425,yes,0.995085476006322,yes,0.994634527392794,yes,0.9952519541954276,yes,0.9954247772707273
18,jEdit-4.2,DEFECT,"// BUG: if there are multiple selections in different // contexts, the wrong comment strings will be inserted.",yes,undetermined,0,0,0,no,0.24764313876977026,no,0.24909133022732632,no,0.2339774193088437,no,0.22204846123740332,no,0.20851364642243028,no,0.21048345044255756,no,0.20200990771629432
19,jEdit-4.2,DEFECT,// TODO: move(x) shouldn't rely on calling next() x times,yes,undetermined,0,0,0,yes,0.9869572936871913,yes,0.9936135652097127,yes,0.9944422858557425,yes,0.995085476006322,yes,0.994634527392794,yes,0.9952519541954276,yes,0.9954247772707273
20,jEdit-4.2,DEFECT,// Feb 4 2000 5:30 PM // Catch Throwable here rather than Exception. // Kaffe's implementation of Runtime.exec throws java.lang.InternalError.,yes,undetermined,0,0,0,no,0.008826048634100912,yes,0.9936211989364347,yes,0.994442020291702,yes,0.995080195733216,yes,0.9946293268448426,yes,0.9952458124486862,yes,0.9954175242483816
21,jEdit-4.2,DEFECT,// Fix for this bug: // -- Put a mode into the user dir with the same name as one //    on the system dir. // -- Reload edit modes. // -- Old mode from system dir still used for highlighting //    until jEdit restart.,yes,undetermined,0,0,0,no,0.28113092160377945,no,0.22508584652300528,no,0.20598665964050555,no,0.1936218161553967,no,0.18169621779966985,no,0.17836371528717437,no,0.17037956206449495
22,jEdit-4.2,DEFECT,"// looks bad with the OS X L&F, apparently...",yes,undetermined,0,0,0,no,0.026365013041031185,yes,0.9936210481264849,yes,0.9944593104202764,yes,0.9950900386518418,yes,0.9946334556202998,yes,0.9952443979935891,yes,0.9954134041083674
23,jEdit-4.2,DEFECT,"/* 
		Apparently in some environments you can't catch the security exception
		at all...  e.g. as an applet in IE  ... will probably have to work 
		around 
	*/",yes,undetermined,0,0,0,no,0.21121122960902908,no,0.3971368057662695,no,0.368350069682723,no,0.3570183045950962,no,0.33928809987026604,no,0.34302652573049286,no,0.3338158111175645
24,jEdit-4.2,DEFECT,"// If it exists, remove it and add it at the end (avoid memory leak)",yes,undetermined,0,0,0,no,0.012925596964101907,yes,0.9936283004732327,yes,0.9944481827582432,yes,0.9950873222235629,yes,0.9946380309724756,yes,0.9952534893557905,yes,0.9954255840061497
25,jEdit-4.2,DEFECT,// Race condition here...,yes,undetermined,0,0,0,no,0.5533222071025683,yes,0.5916433673322894,yes,0.5855970951349776,yes,0.5806432328439758,yes,0.5605703431164136,yes,0.5692835501253728,yes,0.5615572603267792
26,jEdit-4.2,DEFECT,"// // Use special cheats that speed up the code (currently about 50%), // but may cause problems with future maintenance and add to the // class file size (about 500 bytes). //",yes,undetermined,0,0,0,no,0.15645701467842832,no,0.11587689204506865,no,0.1033407514719126,no,0.09737580583877078,yes,0.9946387136629062,yes,0.9952580620025945,yes,0.9954288469421095
27,jEdit-4.2,DEFECT,"// If it exists, remove it and add it at the end (avoid memory leak)",yes,undetermined,0,0,0,no,0.012925596964101907,yes,0.9936283004732327,yes,0.9944481827582432,yes,0.9950873222235629,yes,0.9946380309724756,yes,0.9952534893557905,yes,0.9954255840061497
28,jEdit-4.2,DEFECT,"/*
			Original note: Jdk under Win is throwing these to
			warn about lower case / upper case possible mismatch.
			e.g. bsh.console bsh.Console
	
			Update: Prior to 1.3 we were squeltching NoClassDefFoundErrors 
			which was very annoying.  I cannot reproduce the original problem 
			and this was never a valid solution.  If there are legacy VMs that
			have problems we can include a more specific test for them here.
		*/",yes,undetermined,0,0,0,no,0.0755361811467241,yes,0.993627584369638,yes,0.9944543187864634,yes,0.9950901544566061,yes,0.9946387673986263,yes,0.9952552052355528,yes,0.9954234503463397
29,jEdit-4.2,DEFECT,"// this shouldn't happen, but...",yes,undetermined,0,0,0,no,0.005628679882013901,no,0.011199539670966437,no,0.009081662848908326,no,0.007639472099907126,no,0.00709680665568418,no,0.00667024700264285,no,0.006028440530998938
30,jEdit-4.2,DEFECT,// 18 nov 2003: calling this on a drive letter on Windows causes // drive access,yes,undetermined,0,0,0,no,0.032403717178794304,yes,0.993614137672145,yes,0.9944562457238395,yes,0.995084415273934,yes,0.9946459506816534,yes,0.9952512636533556,yes,0.9954235515480785
31,jEdit-4.2,DEFECT,// 2 aug 2003: OS/2 Java has a broken getCanonicalPath(),yes,undetermined,0,0,0,no,0.049198178610366086,yes,0.9936308256246987,yes,0.9944438960036635,yes,0.9950889453260359,yes,0.9946464610583187,yes,0.995246815137496,yes,0.9954178646340298
32,jEdit-4.2,DEFECT,// Don't generate private or loosely typed fields // Note: loose types aren't currently parsed anyway...,yes,undetermined,0,0,0,no,0.029858980648184878,yes,0.9936151999976832,yes,0.9944487520038569,yes,0.9950916753573785,yes,0.9946440072217991,yes,0.995254125185184,yes,0.9954232981540162
