,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba
0,jfreechart-1.0.19,DEFECT,// result = this.workingCalendar.getTimeInMillis(); // preceding code won't work with JDK 1.3,yes,undetermined,0,0,0,no,0.44288257582976487,no,0.4115231411514998,no,0.41215806081003725,no,0.40988846171741167
1,jfreechart-1.0.19,DEFECT,// TODO: Check this result...,yes,undetermined,0,0,0,yes,0.9927901397831694,yes,0.99297191097678,yes,0.9937529875400305,yes,0.9938832724691617
2,jfreechart-1.0.19,DEFECT,// TODO: Check this result...,yes,undetermined,0,0,0,yes,0.9927901397831694,yes,0.99297191097678,yes,0.9937529875400305,yes,0.9938832724691617
3,jfreechart-1.0.19,DEFECT,//return cal.getTimeInMillis(); // preceding code won't work with JDK 1.3,yes,undetermined,0,0,0,no,0.28862241395762783,no,0.25912547393785734,no,0.25657668368179765,no,0.254185508178854
4,jfreechart-1.0.19,DEFECT,// TODO: we didn't check the height yet,yes,undetermined,0,0,0,yes,0.9457571871661875,yes,0.9917068623925713,yes,0.9925844916497824,yes,0.9927281783300052
5,jfreechart-1.0.19,DEFECT,"// FIXME: we've cloned the chart, but the dataset(s) aren't cloned // and we should do that",yes,undetermined,0,0,0,yes,0.9123488796057191,yes,0.9917056548212316,yes,0.9925825332706004,yes,0.9927508068435345
6,jfreechart-1.0.19,DEFECT,// todo: not serialized yet,yes,undetermined,0,0,0,yes,0.9864232275366965,yes,0.991703301803982,yes,0.9925865795500641,yes,0.9927335874371801
7,jfreechart-1.0.19,DEFECT,// FIRST_MONDAY_AFTER_1900 = cal.getTime().getTime(); // preceding code won't work with JDK 1.3,yes,undetermined,0,0,0,no,0.33647592798731063,no,0.2962515999422147,no,0.29478530293692184,no,0.29226206156107815
8,jfreechart-1.0.19,DEFECT,// TODO: we didn't check the height yet,yes,undetermined,0,0,0,yes,0.9457571871661875,yes,0.9917068623925713,yes,0.9925844916497824,yes,0.9927281783300052
9,jfreechart-1.0.19,DESIGN,// this may be negative,yes,undetermined,0,0,0,no,0.05776990595377646,yes,0.9916942074656114,yes,0.9925779800857434,yes,0.99274665392377
10,jfreechart-1.0.19,DESIGN,// TODO: to be implemented,yes,undetermined,0,0,0,yes,0.9999999956516505,yes,0.9999999955303908,yes,0.9999999972050295,yes,0.9999999975075559
11,jfreechart-1.0.19,DESIGN,// TODO:  the subplot areas needs to be moved out of the plot into the plot //        state,yes,undetermined,0,0,0,yes,0.9783993066958916,yes,0.9916962977090514,yes,0.992572740954901,yes,0.9927328369255514
12,jfreechart-1.0.19,DESIGN,//TODO: shift block down to bottom,yes,undetermined,0,0,0,yes,0.9021474799689414,yes,0.991702557514463,yes,0.9926030537032873,yes,0.9927425231295356
13,jfreechart-1.0.19,DESIGN,"// TODO: it might be a good idea to keep a reference to the color // specified in setPaint() or setColor(), rather than creating a // new object every time getPaint() is called.",yes,undetermined,0,0,0,yes,0.8810518292448705,yes,0.9018910893149733,yes,0.992591739271843,yes,0.9927465037715529
