,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba
0,apache-jmeter-2.10,DEFECT,// Don't try restoring the URL TODO: wy not?,yes,undetermined,0,0,0,yes,0.9967784249496983,yes,0.9951735869082788,yes,0.9948677155017611,yes,0.9949809092053418,yes,0.9951735553696052
1,apache-jmeter-2.10,DEFECT,// TODO: Why do we clone the return value? This is the only reference // to it (right?) so we shouldn't need a separate copy.,yes,undetermined,0,0,0,yes,0.9687639161105557,yes,0.9847067410494958,yes,0.9861661485940523,yes,0.9870014521189954,yes,0.9876860589264868
2,apache-jmeter-2.10,DEFECT,"/*
     * Fix bug in JVMs that return true/false rather than True/False
     * from the type editor getAsText() method
     */",yes,undetermined,0,0,0,no,0.1232030187497274,no,0.10782658455575304,no,0.09315898413257805,yes,0.987013398644185,yes,0.9877094854010987
3,apache-jmeter-2.10,DEFECT,// Should this also fail the sample? // Can happen for incorrect XPath expression,yes,undetermined,0,0,0,no,0.014275717374587053,yes,0.9846877497138926,yes,0.9861514655484455,yes,0.9869807785118273,yes,0.9876917649143552
4,apache-jmeter-2.10,DEFECT,// TODO - why does null property have a value?,yes,undetermined,0,0,0,yes,0.9741393300338699,yes,0.9847055575929349,yes,0.9861629038008368,yes,0.9870182583382339,yes,0.9876792131007303
5,apache-jmeter-2.10,DEFECT,//int contentLength = httpMethod.getResponseContentLength();Not visible ... //TODO size ouststream according to actual content length,yes,undetermined,0,0,0,yes,0.5709268351227733,yes,0.48186853786203054,yes,0.5223228396508941,yes,0.5058537718327134,yes,0.5093127236596261
6,apache-jmeter-2.10,DEFECT,"// This would be sensible, but does not work: // public int hashCode() // { // return propMap.hashCode(); // }",yes,undetermined,0,0,0,no,0.15064806954906734,no,0.09367451575993892,yes,0.9861672235974093,yes,0.9870074238975975,yes,0.9876979646589855
7,apache-jmeter-2.10,DEFECT,// FIXME Due to startEngine being commented engine will always be null //private StandardJMeterEngine engine;,yes,undetermined,0,0,0,yes,0.5991613526983546,yes,0.6105343103535578,yes,0.5423214133379489,yes,0.51984734381973,yes,0.5267087723043468
8,apache-jmeter-2.10,DEFECT,// NOTE: these lines center the about dialog in the // current window. Some older Swing versions have // a bug in getLocationOnScreen() and they may not // make this behave properly.,yes,undetermined,0,0,0,no,0.19357913795474826,no,0.2047150235628395,no,0.18761500988395538,no,0.17827315676927075,no,0.17376170595192816
9,apache-jmeter-2.10,DEFECT,// TODO - how can this be null?,yes,undetermined,0,0,0,yes,0.9999988323854502,yes,0.9999994121945566,yes,0.9999992080514938,yes,0.9999994072780592,yes,0.999999461697207
10,apache-jmeter-2.10,DEFECT,// TODO display warning dialog as this can take some time,yes,undetermined,0,0,0,yes,0.9656463806018023,yes,0.9847064154676237,yes,0.9861707579105885,yes,0.9870083743374551,yes,0.9877115015443733
11,apache-jmeter-2.10,DEFECT,// TODO: may not work on all OSes?,yes,undetermined,0,0,0,yes,0.9999999650074518,yes,0.9999998961247082,yes,0.9999999288053596,yes,0.9999999477729012,yes,0.9999999562241544
12,apache-jmeter-2.10,DEFECT,"/*
     * TODO: error counting needs to be sorted out.
     *
     * At present the Statistical Sampler tracks errors separately
     * It would make sense to move the error count here, but this would
     * mean lots of changes.
     * It's also tricky maintaining the count - it can't just be incremented/decremented
     * when the success flag is set as this may be done multiple times.
     * The work-round for now is to do the work in the StatisticalSampleResult,
     * which overrides this method.
     * Note that some JMS samplers also create samples with > 1 sample count
     * Also the Transaction Controller probably needs to be changed to do
     * proper sample and error accounting.
     * The purpose of this work-round is to allow at least minimal support for
     * errors in remote statistical batch mode.
     *
     */",yes,undetermined,0,0,0,yes,0.9999890881101349,yes,0.9972713839968972,yes,0.999984446356823,yes,0.9999818551006799,yes,0.9999836909730183
