,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba,svm_pred_5,svm_pred_5_proba,svm_pred_6,svm_pred_6_proba
0,apache-jmeter-2.10,DEFECT,// Don't try restoring the URL TODO: wy not?,yes,undetermined,0,0,0,yes,0.9516408056790527,yes,0.9876650438367348,yes,0.9881418740309812,yes,0.9887120318185559,yes,0.9898870269352379,yes,0.989863699859421,yes,0.991092786681038
1,apache-jmeter-2.10,DEFECT,// TODO: Why do we clone the return value? This is the only reference // to it (right?) so we shouldn't need a separate copy.,yes,undetermined,0,0,0,yes,0.9907912237762193,yes,0.9904517596767263,yes,0.9906829189407603,yes,0.9910988946288447,yes,0.9917319308131237,yes,0.9917433501170113,yes,0.9928961145101985
2,apache-jmeter-2.10,DEFECT,"/*
     * Fix bug in JVMs that return true/false rather than True/False
     * from the type editor getAsText() method
     */",yes,undetermined,0,0,0,no,0.15948334057388738,no,0.13495222826307865,no,0.12185961120432916,no,0.12213900135122539,no,0.1199823181553296,no,0.12930193999545025,no,0.1293980488188614
3,apache-jmeter-2.10,DEFECT,// Should this also fail the sample? // Can happen for incorrect XPath expression,yes,undetermined,0,0,0,no,0.010868722628602017,yes,0.9771238498367331,yes,0.9881267795836252,yes,0.9886985302964014,yes,0.9898803455554237,yes,0.989876133783647,yes,0.9910854299805688
4,apache-jmeter-2.10,DEFECT,// TODO - why does null property have a value?,yes,undetermined,0,0,0,yes,0.9964303107646559,yes,0.9971724669462227,yes,0.9973369060843325,yes,0.997289149947215,yes,0.9999834869206584,yes,0.9999837967706413,yes,0.9999887198803792
5,apache-jmeter-2.10,DEFECT,//int contentLength = httpMethod.getResponseContentLength();Not visible ... //TODO size ouststream according to actual content length,yes,undetermined,0,0,0,yes,0.7305186396262742,yes,0.6540499870877359,yes,0.6381568554091239,yes,0.6327967881915588,yes,0.6432544860808421,yes,0.6441805275310074,yes,0.651546829304204
6,apache-jmeter-2.10,DEFECT,"// This would be sensible, but does not work: // public int hashCode() // { // return propMap.hashCode(); // }",yes,undetermined,0,0,0,no,0.15773919930352007,no,0.2661715119887301,no,0.23642482963836853,no,0.22351753735435972,no,0.21499491186642256,no,0.20158592870223252,no,0.19910475324132004
7,apache-jmeter-2.10,DEFECT,// FIXME Due to startEngine being commented engine will always be null //private StandardJMeterEngine engine;,yes,undetermined,0,0,0,yes,0.6626554932149674,yes,0.738546715252721,yes,0.741619021698895,yes,0.7452032029548703,yes,0.7569177974096012,yes,0.75818850637509,yes,0.7732029800554994
8,apache-jmeter-2.10,DEFECT,// NOTE: these lines center the about dialog in the // current window. Some older Swing versions have // a bug in getLocationOnScreen() and they may not // make this behave properly.,yes,undetermined,0,0,0,no,0.26191153995201505,no,0.2395270182864919,no,0.21560387750162607,no,0.21567678559865508,no,0.2155441911677455,no,0.20724797357453828,no,0.2066093515232277
9,apache-jmeter-2.10,DEFECT,// TODO - how can this be null?,yes,undetermined,0,0,0,yes,0.9999996932494774,yes,0.9999998409824475,yes,0.9999998806800627,yes,0.9999998894889539,yes,0.9999999267721948,yes,0.9999999306393955,yes,0.9999999560327979
10,apache-jmeter-2.10,DEFECT,// TODO display warning dialog as this can take some time,yes,undetermined,0,0,0,yes,0.9462320969769465,yes,0.9876554799168141,yes,0.9881477137187064,yes,0.9887086488206782,yes,0.9898738765384291,yes,0.9898583727524195,yes,0.9910839859553515
11,apache-jmeter-2.10,DEFECT,// TODO: may not work on all OSes?,yes,undetermined,0,0,0,yes,0.9999890386662823,yes,0.9999811727255492,yes,0.9971286833426843,yes,0.9973539776569971,yes,0.9999841274371785,yes,0.9999839909252322,yes,0.9999885170326769
12,apache-jmeter-2.10,DEFECT,"/*
     * TODO: error counting needs to be sorted out.
     *
     * At present the Statistical Sampler tracks errors separately
     * It would make sense to move the error count here, but this would
     * mean lots of changes.
     * It's also tricky maintaining the count - it can't just be incremented/decremented
     * when the success flag is set as this may be done multiple times.
     * The work-round for now is to do the work in the StatisticalSampleResult,
     * which overrides this method.
     * Note that some JMS samplers also create samples with > 1 sample count
     * Also the Transaction Controller probably needs to be changed to do
     * proper sample and error accounting.
     * The purpose of this work-round is to allow at least minimal support for
     * errors in remote statistical batch mode.
     *
     */",yes,undetermined,0,0,0,yes,0.99172520545198,yes,0.988744849343047,yes,0.9893252755306507,yes,0.9891409313686105,yes,0.9902110045608429,yes,0.9898728343370732,yes,0.9910781782615337
13,apache-jmeter-2.10,DEFECT,// TODO: doesn't putting this here mark the tree as // saved even though a failure may occur later?,yes,undetermined,0,0,0,no,0.5361974411506987,yes,0.7488726903054093,yes,0.7595904110890648,yes,0.7678416421073874,yes,0.7771880306027588,yes,0.7795823891890824,yes,0.7779762068013731
14,apache-jmeter-2.10,DEFECT,"// TODO - fix so that this is only called once per test, instead of at every clone // Perhaps save previous filename, and only load if it has changed?",yes,undetermined,0,0,0,yes,0.9743692358363693,yes,0.9907897127909049,yes,0.9905346694389795,yes,0.9909955330775101,yes,0.9919056849496314,yes,0.9921047896169588,yes,0.9931761118884812
15,apache-jmeter-2.10,DEFECT,// Bug in above method,yes,undetermined,0,0,0,no,0.28609427068040144,no,0.19960353640527048,no,0.19271635224445643,no,0.19008800659671773,no,0.18840966834374415,no,0.1833334638049683,no,0.18323135135902316
16,apache-jmeter-2.10,DEFECT,// TODO should we call test listeners? That might hang too ... //$NON-NLS-1$ // default is true,yes,undetermined,0,0,0,yes,0.9079452557126995,yes,0.9876626139676197,yes,0.9881388790478801,yes,0.9886974028216085,yes,0.9898867853107368,yes,0.989888434255273,yes,0.9910775991812322
17,apache-jmeter-2.10,DEFECT,"// FIXME FACTOR WITH HTTPHC4Impl, HTTPHC3Impl // Just append all the parameter values, and use that as the post body",yes,undetermined,0,0,0,yes,0.8990183460603195,yes,0.9240884988145026,yes,0.9881430613527982,yes,0.9886932210255188,yes,0.9899060419695646,yes,0.9898758646521135,yes,0.9910909728174768
18,apache-jmeter-2.10,DEFECT,"/**
 * The SSLManager handles the KeyStore information for JMeter. Basically, it
 * handles all the logic for loading and initializing all the JSSE parameters
 * and selecting the alias to authenticate against if it is available.
 * SSLManager will try to automatically select the client certificate for you,
 * but if it can't make a decision, it will pop open a dialog asking you for
 * more information.
 *
 * TODO: does not actually prompt
 *
 */",yes,undetermined,0,0,0,yes,0.6230147499260542,yes,0.5865262732132307,yes,0.5627050378074246,yes,0.567010481706394,yes,0.5737601530809551,yes,0.567196501847439,yes,0.5742274659877027
19,apache-jmeter-2.10,DEFECT,"/*
     * URGENT: TODO - sort out equals and hashCode() - at present equal
     * instances can/will have different hashcodes - problem is, when a proper
     * hashcode is used, tests stop working, e.g. listener data disappears when
     * switching views... This presumably means that instances currently
     * regarded as equal, aren't really equal.
     *
     * @see java.lang.Object#hashCode()
     */",yes,undetermined,0,0,0,no,0.42017039097480663,no,0.40409148460129657,no,0.3527000669385691,no,0.3580065981382718,no,0.3600540763521249,no,0.35275600677200686,no,0.35166651551451467
20,apache-jmeter-2.10,DEFECT,"/*
         * This means that a new page will be shown before rendering is complete,
         * however the correct location will be displayed.
         * Attempts to use a ""page"" PropertyChangeListener to detect when the page
         * has been loaded failed to work any better. 
         */",yes,undetermined,0,0,0,yes,0.575771895939382,no,0.5113680304814969,no,0.5172930253611195,no,0.48735780711319865,no,0.49325654600686386,no,0.4679180962925702,no,0.4557052404876124
21,apache-jmeter-2.10,DEFECT,"// TODO - removes the nodes from the CheckDirty map - should it be done later, in case some can't be removed?",yes,undetermined,0,0,0,yes,0.911121349968391,yes,0.9876800274152537,yes,0.9881589163632608,yes,0.9886941011748968,yes,0.9899033462440086,yes,0.9898752374955562,yes,0.9911028712514522
22,apache-jmeter-2.10,DESIGN,// TODO turn into parameter?,yes,undetermined,0,0,0,yes,0.9974080989927957,yes,0.9999877453418136,yes,0.9999884615148671,yes,0.999990655204584,yes,0.9999932522472307,yes,0.9999933180028474,yes,0.9999954233310563
23,apache-jmeter-2.10,DESIGN,// TODO: should this just call super()?,yes,undetermined,0,0,0,yes,0.9999998925501037,yes,0.9999999341678233,yes,0.9999999523579425,yes,0.9999999574673841,yes,0.9999999722009402,yes,0.9999999735715986,yes,0.9999999838746108
24,apache-jmeter-2.10,DESIGN,// TODO improve this,yes,undetermined,0,0,0,yes,0.9999887691223536,yes,0.9999987678921671,yes,0.9999995790558561,yes,0.9999996729655716,yes,0.9999997719659679,yes,0.9999998748656197,yes,0.9999999214722303
25,apache-jmeter-2.10,DESIGN,// TODO do contentType and/or dataEncoding belong in HTTPSampleResult instead?,yes,undetermined,0,0,0,yes,0.999988693807568,yes,0.9999890351793068,yes,0.9999897468014219,yes,0.999991861971275,yes,0.9999939722010525,yes,0.9999939947484836,yes,0.999995673595255
26,apache-jmeter-2.10,DESIGN,// TODO - needs more work ...,yes,undetermined,0,0,0,yes,0.9999999874564611,yes,0.9999999840949133,yes,0.9999999883576901,yes,0.9999999910105215,yes,0.9999999940872487,yes,0.9999999882301408,yes,0.9999999928853073
27,apache-jmeter-2.10,DESIGN,// Maybe move to vector if MT problems occur,yes,undetermined,0,0,0,no,0.06059531221147732,yes,0.9876675098912957,yes,0.9881316210888202,yes,0.9887058715293193,yes,0.9898774809473687,yes,0.9898685915882005,yes,0.9910902114469087
28,apache-jmeter-2.10,DESIGN,// TODO: This method doesn't appear to be used.,yes,undetermined,0,0,0,yes,0.9967783108504743,yes,0.9973828555747776,yes,0.9999858116885747,yes,0.9999891704349565,yes,0.9999920273806007,yes,0.9999924638605846,yes,0.9999944030002638
29,apache-jmeter-2.10,DESIGN,// TODO is this really necessary?,yes,undetermined,0,0,0,yes,0.9999999997787509,yes,0.9999999997726263,yes,0.9999999998432845,yes,0.9999999998857662,yes,0.9999999999325964,yes,0.9999999999378798,yes,0.9999999999649152
30,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,undetermined,0,0,0,no,0.0015854540271965944,yes,0.987656269263929,yes,0.9881290850072275,yes,0.9887058109445201,yes,0.9898872195613155,yes,0.9898771200254439,yes,0.9910860444608114
31,apache-jmeter-2.10,DESIGN,// TODO should this throw an error?,yes,undetermined,0,0,0,yes,0.9999999981250486,yes,0.9999999978760925,yes,0.9999999981435566,yes,0.9999999984995748,yes,0.9999999990576712,yes,0.9999999989301718,yes,0.999999999347042
32,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,undetermined,0,0,0,no,0.0015854540271965944,yes,0.987656269263929,yes,0.9881290850072275,yes,0.9887058109445201,yes,0.9898872195613155,yes,0.9898771200254439,yes,0.9910860444608114
33,apache-jmeter-2.10,DESIGN,// houston we have a problem !!,yes,undetermined,0,0,0,no,0.008494080116760203,yes,0.9876685269234677,yes,0.9881495585964498,yes,0.9887129962754545,yes,0.9899016030847039,yes,0.9898731724679192,yes,0.9910766755447543
34,apache-jmeter-2.10,DESIGN,//TODO replace with proper Exception,yes,undetermined,0,0,0,yes,0.9968133967959408,yes,0.9963344885042382,yes,0.9968017684637444,yes,0.9970917096471267,yes,0.9999808497474437,yes,0.9999810139493548,yes,0.9999866589733459
35,apache-jmeter-2.10,DESIGN,"// TODO - charset? // TODO this should really be request data, but there is none",yes,undetermined,0,0,0,yes,0.9940850890343764,yes,0.9944907981969603,yes,0.9949448019405264,yes,0.9948626453418595,yes,0.9954284492925286,yes,0.995393634048008,yes,0.9960825977974377
36,apache-jmeter-2.10,DESIGN,// in milli-seconds // TODO: properties?,yes,undetermined,0,0,0,yes,0.8358470765405673,yes,0.7835068361598764,yes,0.7931699221508676,yes,0.7981921151642444,yes,0.8056298661195155,yes,0.8031364562495508,yes,0.8115401167539318
37,apache-jmeter-2.10,DESIGN,//TODO - move to JOrphanUtils?,yes,undetermined,0,0,0,yes,0.9999999313487157,yes,0.9999999415824066,yes,0.999999956584564,yes,0.9999999668468496,yes,0.9999999780072323,yes,0.999999979455212,yes,0.9999999875408276
38,apache-jmeter-2.10,DESIGN,// N.B. Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class,yes,undetermined,0,0,0,no,0.16250656838732963,no,0.059622646467989454,yes,0.9881393336475272,yes,0.9886944729804442,yes,0.9898781466117098,yes,0.9898681032969792,yes,0.9910779522743415
39,apache-jmeter-2.10,DESIGN,// Can be null (not sure why),yes,undetermined,0,0,0,no,0.05231579290875575,yes,0.8264995847725523,yes,0.826619365730587,yes,0.8250627208243011,yes,0.8343088226915146,yes,0.8371343321789265,yes,0.8442742886790277
40,apache-jmeter-2.10,DESIGN,//TODO implement other non-text types,yes,undetermined,0,0,0,yes,0.9912335420220915,yes,0.9928284598250631,yes,0.9942172381108845,yes,0.9947783679158768,yes,0.9954242052476829,yes,0.9958239057523689,yes,0.9963976723169791
41,apache-jmeter-2.10,DESIGN,// TODO this is not populated currently,yes,undetermined,0,0,0,yes,0.9999844210224057,yes,0.9999835837631427,yes,0.9999943392475591,yes,0.9999948331683591,yes,0.9999959073614682,yes,0.9999960536660462,yes,0.9999972509607746
42,apache-jmeter-2.10,DESIGN,// N.B. Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class // TODO - remove UnsharedComponent ? Probably does not make sense for a TestBean.,yes,undetermined,0,0,0,yes,0.9999997686845988,yes,0.9999993171039586,yes,0.999999999673142,yes,0.9999999997432784,yes,0.9999999998484018,yes,0.9999999998592431,yes,0.9999999999231455
43,apache-jmeter-2.10,DESIGN,// $NON-NLS-1$ // TODO - use a different format here?,yes,undetermined,0,0,0,yes,0.9925661042911285,yes,0.988116549954245,yes,0.9881458080355824,yes,0.9886948588846551,yes,0.9898866779784166,yes,0.9898592393379231,yes,0.9910890242952248
44,apache-jmeter-2.10,DESIGN,// NOTUSED: long[] longSample = getSamples(); // load each node,yes,undetermined,0,0,0,no,0.0003407072478567756,no,0.25162038590172586,no,0.23440311833561556,no,0.23205150447567482,no,0.23129305771566802,no,0.2203499484095184,no,0.22538586987762263
45,apache-jmeter-2.10,DESIGN,"//This can lead to code smell, meh! Do we care",yes,undetermined,0,0,0,no,0.02254363985149452,yes,0.984274068039647,yes,0.9881439870498866,yes,0.9887000172981046,yes,0.9898818120813464,yes,0.9898663998259243,yes,0.991078577482467
46,apache-jmeter-2.10,DESIGN,// TODO is this ever used?,yes,undetermined,0,0,0,yes,0.9999945148856461,yes,0.9999981447174977,yes,0.9999983519806791,yes,0.9999986294625335,yes,0.9999990350023304,yes,0.9999990264086345,yes,0.9999990903979457
47,apache-jmeter-2.10,DESIGN,// TODO is this the best way to do this?,yes,undetermined,0,0,0,yes,0.9999999986847766,yes,0.9999999994697858,yes,0.9999999996682724,yes,0.9999999997496848,yes,0.999999999850181,yes,0.999999999855373,yes,0.9999999999189386
48,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,undetermined,0,0,0,no,0.0015854540271965944,yes,0.987656269263929,yes,0.9881290850072275,yes,0.9887058109445201,yes,0.9898872195613155,yes,0.9898771200254439,yes,0.9910860444608114
49,apache-jmeter-2.10,DESIGN,// Maybe move to vector if MT problems occur,yes,undetermined,0,0,0,no,0.06059531221147732,yes,0.9876675098912957,yes,0.9881316210888202,yes,0.9887058715293193,yes,0.9898774809473687,yes,0.9898685915882005,yes,0.9910902114469087
50,apache-jmeter-2.10,DESIGN,// All keys in messages.properties are lowercase (historical reasons?),yes,undetermined,0,0,0,no,0.0037676796801249055,yes,0.940017055596347,yes,0.9881446300269799,yes,0.9887023992396281,yes,0.989890437316052,yes,0.9898629288675577,yes,0.9910920526931485
51,apache-jmeter-2.10,DESIGN,//NOT USED protected double[][] data = null;,yes,undetermined,0,0,0,no,0.0036578513572206083,yes,0.5717833580311147,yes,0.6060723689878602,yes,0.6040959831505492,yes,0.6320209161134559,yes,0.6267452965002214,yes,0.6391074624731364
52,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,undetermined,0,0,0,no,0.0015854540271965944,yes,0.987656269263929,yes,0.9881290850072275,yes,0.9887058109445201,yes,0.9898872195613155,yes,0.9898771200254439,yes,0.9910860444608114
53,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,undetermined,0,0,0,no,0.0015854540271965944,yes,0.987656269263929,yes,0.9881290850072275,yes,0.9887058109445201,yes,0.9898872195613155,yes,0.9898771200254439,yes,0.9910860444608114
54,apache-jmeter-2.10,DESIGN,//TODO do this more efficiently,yes,undetermined,0,0,0,yes,0.9940946951972364,yes,0.9931218297142778,yes,0.9941604915143355,yes,0.9945429035989782,yes,0.9952104908781374,yes,0.9950225604078538,yes,0.9957367637023304
55,apache-jmeter-2.10,DESIGN,// TODO - should this use setFirst() ?,yes,undetermined,0,0,0,yes,0.9999999984179904,yes,0.9999999992323293,yes,0.9999999994323234,yes,0.999999999495205,yes,0.9999999996965779,yes,0.9999999996975594,yes,0.9999999998314271
56,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,undetermined,0,0,0,no,0.0015854540271965944,yes,0.987656269263929,yes,0.9881290850072275,yes,0.9887058109445201,yes,0.9898872195613155,yes,0.9898771200254439,yes,0.9910860444608114
57,apache-jmeter-2.10,DESIGN,"/*
     *
     * A Dom tree panel for to display response as tree view author <a
     * href=""mailto:d.maung@mdl.com"">Dave Maung</a> 
     * TODO implement to find any nodes in the tree using TreePath.
     *
     */",yes,undetermined,0,0,0,yes,0.8879477908596706,yes,0.9040223299767169,yes,0.9881688915979259,yes,0.9887100097200145,yes,0.9898846808089833,yes,0.9898756368432343,yes,0.9911003398581203
58,apache-jmeter-2.10,DESIGN,// TODO: Does this method need to be public? It isn't currently // called outside of this class.,yes,undetermined,0,0,0,yes,0.9999905765373349,yes,0.9999859277869776,yes,0.9999897993016723,yes,0.9999905877347961,yes,0.9999923915212224,yes,0.9999930859592628,yes,0.9999952837725231
