,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba
0,apache-ant-1.7.0,DEFECT,// FIXME formatters are not thread-safe,yes,undetermined,0,0,0,yes,0.9167121988918095,yes,0.9927501775799342,yes,0.9927073267532677,yes,0.9933852748288763
1,apache-ant-1.7.0,DEFECT,"// XXX: (Jon Skeet) The comment ""if it hasn't been done already"" may // not be strictly true. wrapper.maybeConfigure() won't configure the same // attributes/text more than once, but it may well add the children again, // unless I've missed something.",yes,undetermined,0,0,0,no,0.5591810271314395,no,0.5636864549795351,no,0.5575239406809833,no,0.5635783035375778
2,apache-ant-1.7.0,DEFECT,"// I hate to admit it, but we don't know what happened // here.  Throw the Exception.",yes,undetermined,0,0,0,no,0.2682848386346113,no,0.28803601217023694,no,0.28536984302613655,no,0.27921474882393005
3,apache-ant-1.7.0,DEFECT,"// Just a note: StarTeam has a status for NEW which implies // that there is an item  on your local machine that is not // in the repository.  These are the items that show up as // NOT IN VIEW in the Starteam GUI. // One would think that we would want to perhaps checkin the // NEW items (not in all cases! - Steve Cohen 15 Dec 2001) // Unfortunately, the sdk doesn't really work, and we can't // actually see  anything with a status of NEW. That is why // we can just check out  everything here without worrying // about losing anything.",yes,undetermined,0,0,0,yes,0.944639546019653,yes,0.992743277633224,yes,0.9927043934452447,yes,0.9933904142703223
4,apache-ant-1.7.0,DEFECT,// the generated classes must not be added in the generic JAR! // is that buggy on old JOnAS (2.4) ??,yes,undetermined,0,0,0,no,0.02270752684445678,yes,0.9927335500561479,yes,0.9926979663341234,yes,0.993376210918876
5,apache-ant-1.7.0,DEFECT,// todo: is this comment still relevant ?? // FIXME: need to use a SAXSource as the source for the transform // so we can plug in our own entity resolver,yes,undetermined,0,0,0,yes,0.9999998235507584,yes,0.9999994618693875,yes,0.9999994552893777,yes,0.9999995034624887
6,apache-ant-1.7.0,DEFECT,"// This is turned off temporarily. There appears to be a bug // in SelectorUtils.matchPattern() where it is recursive on // Windows even if no ** is in pattern. //assertEquals(""FFFTFFFFFFFF"", results); // Unix // vs //assertEquals(""FFFTFFFFTFFF"", results); // Windows",yes,undetermined,0,0,0,no,0.342347002337044,no,0.27064480213558195,no,0.24172929024183365,no,0.23643397594093327
7,apache-ant-1.7.0,DEFECT,// pattern now holds ** while string is not exhausted // this will generate false positives but we can live with that.,yes,undetermined,0,0,0,no,0.03953442031348885,yes,0.9927396913535127,yes,0.9927114131434391,yes,0.9933786040425895
8,apache-ant-1.7.0,DEFECT,"// FIXME: Is ""No Namespace is Empty Namespace"" really OK?",yes,undetermined,0,0,0,yes,0.957920695931326,yes,0.9927367782016394,yes,0.9926962424095642,yes,0.9933868895865013
9,apache-ant-1.7.0,DEFECT,// FIXME this is actually not very cpu cycles friendly as we are converting from // dos to java while the underlying Sun implementation will convert // from java to dos time for internal storage...,yes,undetermined,0,0,0,yes,0.6949654782127451,yes,0.6933425615792282,yes,0.6450862111297699,yes,0.652513264864952
10,apache-ant-1.7.0,DEFECT,// check first that it is not already loaded otherwise // consecutive runs seems to end into an OutOfMemoryError // or it fails when there is a native library to load // several times. // this is far from being perfect but should work // in most cases.,yes,undetermined,0,0,0,no,0.1409384998982567,no,0.18584732906005516,no,0.17457552085999886,no,0.16805773777523844
11,apache-ant-1.7.0,DEFECT,"// TODO: // A warning line, that shows code, which contains a variable // error will cause some trouble. The parser should definitely // be much better.",yes,undetermined,0,0,0,yes,0.9919141900887423,yes,0.9927505843618087,yes,0.9926982771715638,yes,0.9933816450429356
12,apache-ant-1.7.0,DEFECT,// todo: is this comment still relevant ?? // FIXME: need to use a SAXSource as the source for the transform // so we can plug in our own entity resolver,yes,undetermined,0,0,0,yes,0.9999998235507584,yes,0.9999994618693875,yes,0.9999994552893777,yes,0.9999995034624887
13,apache-ant-1.7.0,DESIGN,"/** XXX I really don't like this - the XML processor is still
             * too 'involved' in the processing. A better solution (IMO)
             * would be to create UE for Project and Target too, and
             * then process the tree and have Project/Target deal with
             * its attributes ( similar with Description ).
             *
             * If we eventually switch to ( or add support for ) DOM,
             * things will work smoothly - UE can be avoided almost completely
             * ( it could still be created on demand, for backward compatibility )
             */",yes,undetermined,0,0,0,yes,0.9474200797694197,yes,0.9927576608026241,yes,0.992703399236446,yes,0.9933783467623278
14,apache-ant-1.7.0,DESIGN,// JUnit 4 wraps solo tests this way. We can extract // the original test name with a little hack.,yes,undetermined,0,0,0,yes,0.9511648259591924,yes,0.9927510717942649,yes,0.992708106291849,yes,0.9933969532272613
15,apache-ant-1.7.0,DESIGN,// XXX ignore attributes in a different NS ( maybe store them ? ),yes,undetermined,0,0,0,no,0.32816887996502814,no,0.3348007369040159,no,0.317881664108188,no,0.3045433597202601
16,apache-ant-1.7.0,DESIGN,//borrowed from TokenFilterTest,yes,undetermined,0,0,0,no,0.003331272305504684,yes,0.9927624823383621,yes,0.9926980451004989,yes,0.9933873843881399
17,apache-ant-1.7.0,DESIGN,// XXX Move to Project ( so it is shared by all helpers ),yes,undetermined,0,0,0,no,0.34621232843651156,no,0.3926552800425312,no,0.3980963791060858,no,0.38588495875093537
18,apache-ant-1.7.0,DESIGN,// What is the property supposed to be?,yes,undetermined,0,0,0,no,0.026753986803541484,yes,0.992748149150525,yes,0.9926972200195472,yes,0.9933838203196638
19,apache-ant-1.7.0,DESIGN,"// PR: Hack for ant-type value //  an ant-type is a component name which can // be namespaced, need to extract the name // and convert from qualified name to uri/name",yes,undetermined,0,0,0,yes,0.8217534601392547,yes,0.836868415802627,yes,0.833225039201859,yes,0.8321185217298829
20,apache-ant-1.7.0,DESIGN,// there's a convenient xsltc class version but data are // private so use package information,yes,undetermined,0,0,0,no,0.009439667674841173,yes,0.992756134789701,yes,0.992701580914399,yes,0.9933754230112747
