apache-ant-1.7.0
prec_read,perc_found,total_read,total_found
1.0,9.23,20.0,6.0
2.0,10.77,40.0,7.0
3.0,13.85,60.0,9.0
4.0,15.38,80.0,10.0
5.0,15.38,100.0,10.0
6.0,16.92,120.0,11.0
7.0,16.92,140.0,11.0
8.0,16.92,160.0,11.0
9.0,16.92,180.0,11.0
10.0,20.0,200.0,13.0
11.0,24.62,220.0,16.0
12.0,26.15,240.0,17.0
13.0,26.15,260.0,17.0
14.0,29.23,280.0,19.0
15.0,32.31,300.0,21.0
16.0,32.31,320.0,21.0
17.0,32.31,340.0,21.0
18.0,38.46,360.0,25.0
19.0,41.54,380.0,27.0
20.0,43.08,400.0,28.0
21.0,43.08,430.0,28.0
22.0,43.08,450.0,28.0
23.0,44.62,470.0,29.0
24.0,47.69,490.0,31.0
25.0,47.69,510.0,31.0
26.0,49.23,530.0,32.0
27.0,49.23,550.0,32.0
28.0,49.23,570.0,32.0
29.0,49.23,590.0,32.0
30.0,49.23,610.0,32.0
31.0,50.77,630.0,33.0
32.0,52.31,650.0,34.0
33.0,53.85,670.0,35.0
34.0,55.38,690.0,36.0
35.0,55.38,710.0,36.0
36.0,56.92,730.0,37.0
37.0,56.92,750.0,37.0
38.0,58.46,770.0,38.0
39.0,60.0,790.0,39.0
40.0,60.0,810.0,39.0
41.0,63.08,830.0,41.0
42.0,64.62,860.0,42.0
43.0,64.62,880.0,42.0
44.0,64.62,900.0,42.0
45.0,64.62,920.0,42.0
46.0,66.15,940.0,43.0
47.0,67.69,960.0,44.0
48.0,69.23,980.0,45.0
49.0,70.77,1000.0,46.0
50.0,72.31,1020.0,47.0
51.0,72.31,1040.0,47.0
52.0,72.31,1060.0,47.0
53.0,73.85,1080.0,48.0
54.0,73.85,1100.0,48.0
55.0,73.85,1120.0,48.0
56.0,73.85,1140.0,48.0
57.0,76.92,1160.0,50.0
58.0,76.92,1180.0,50.0
59.0,76.92,1200.0,50.0
60.0,76.92,1220.0,50.0
61.0,78.46,1240.0,51.0
62.0,78.46,1270.0,51.0
63.0,78.46,1290.0,51.0
64.0,80.0,1310.0,52.0
65.0,81.54,1330.0,53.0
66.0,81.54,1350.0,53.0
67.0,81.54,1370.0,53.0
68.0,83.08,1390.0,54.0
69.0,84.62,1410.0,55.0
70.0,84.62,1430.0,55.0
71.0,84.62,1450.0,55.0
72.0,84.62,1470.0,55.0
73.0,86.15,1490.0,56.0
74.0,86.15,1510.0,56.0
75.0,87.69,1530.0,57.0
76.0,89.23,1550.0,58.0
77.0,89.23,1570.0,58.0
78.0,90.77,1590.0,59.0
79.0,92.31,1610.0,60.0
80.0,92.31,1630.0,60.0
81.0,92.31,1650.0,60.0
82.0,92.31,1670.0,60.0
83.0,93.85,1700.0,61.0
84.0,93.85,1720.0,61.0
85.0,93.85,1740.0,61.0
86.0,93.85,1760.0,61.0
87.0,93.85,1780.0,61.0
88.0,93.85,1800.0,61.0
89.0,93.85,1820.0,61.0
90.0,93.85,1840.0,61.0


apache-jmeter-2.10
prec_read,perc_found,total_read,total_found
1.0,12.83,30.0,24.0
2.0,25.13,70.0,47.0
3.0,35.29,110.0,66.0
4.0,41.18,150.0,77.0
5.0,43.85,190.0,82.0
6.0,45.99,230.0,86.0
7.0,49.2,270.0,92.0
8.0,50.8,310.0,95.0
9.0,52.41,350.0,98.0
10.0,55.08,390.0,103.0
11.0,55.08,430.0,103.0
12.0,58.29,470.0,109.0
13.0,62.03,510.0,116.0
14.0,64.71,550.0,121.0
15.0,67.38,590.0,126.0
16.0,70.59,630.0,132.0
17.0,70.59,670.0,132.0
18.0,71.12,710.0,133.0
19.0,71.12,750.0,133.0
20.0,74.33,790.0,139.0
21.0,75.94,830.0,142.0
22.0,77.01,870.0,144.0
23.0,78.61,910.0,147.0
24.0,80.21,950.0,150.0
25.0,80.75,990.0,151.0
26.0,81.28,1030.0,152.0
27.0,81.82,1070.0,153.0
28.0,82.35,1110.0,154.0
29.0,83.96,1150.0,157.0
30.0,84.49,1190.0,158.0
31.0,84.49,1230.0,158.0
32.0,85.03,1270.0,159.0
33.0,86.1,1310.0,161.0
34.0,87.17,1350.0,163.0
35.0,87.17,1390.0,163.0
36.0,88.77,1430.0,166.0
37.0,90.91,1480.0,170.0
38.0,90.91,1520.0,170.0
