,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba
0,jEdit-4.2,DEFECT,// Technically incorrect here - we need to wrap null values // as bsh.Primitive.NULL.  However the This.invokeMethod() // will do that much for us. // We need to generate a conditional here to test for null // and return Primitive.NULL,yes,undetermined,0,0,0,no,0.013209660374248177,yes,0.9818323278445051,yes,0.9834504904668233,yes,0.9845601690033132,yes,0.9820877562426149
1,jEdit-4.2,DEFECT,"// looks bad with the OS X L&F, apparently...",yes,undetermined,0,0,0,no,0.02505720221198965,yes,0.9818226684845478,yes,0.9834623711243516,yes,0.9845754545433187,yes,0.9820610914925435
2,jEdit-4.2,DEFECT,"// very subtle... if we leave this for // ensurePhysicalLineIsVisible(), an // extra line will be added to the // scroll line count.",yes,undetermined,0,0,0,no,0.014884111634597158,yes,0.9818282412763598,yes,0.9834457641114143,yes,0.9845774531364794,yes,0.9820734629000443
3,jEdit-4.2,DEFECT,// only works for jEdit plugins,yes,undetermined,0,0,0,no,0.022793897232999988,yes,0.98181253034937,yes,0.9834451349095551,yes,0.9845774010588834,yes,0.9821197714231915
4,jEdit-4.2,DEFECT,// Warning: Null callstack here.  Don't think we need // a stack trace to indicate how we sourced the method.,yes,undetermined,0,0,0,no,0.044361194697748636,yes,0.9818298318104067,yes,0.9834570702560387,yes,0.9845854716958637,yes,0.9820882543141696
5,jEdit-4.2,DEFECT,// does it matter that this doesn't set the type correctly?,yes,undetermined,0,0,0,no,0.23135632599686526,no,0.2289898532129217,no,0.20184613874716376,no,0.1909113358391523,no,0.17054918582825968
6,jEdit-4.2,DEFECT,// Jun 9 2004 12:40 PM // waitFor() hangs on some Java // implementations.,yes,undetermined,0,0,0,no,0.0048079675679606,yes,0.9818228725916739,yes,0.9834713010618971,yes,0.9845948771990403,yes,0.9820671900197468
7,jEdit-4.2,DEFECT,// Feb 4 2000 5:30 PM // Catch Throwable here rather than Exception. // Kaffe's implementation of Runtime.exec throws java.lang.InternalError.,yes,undetermined,0,0,0,no,0.009926925214036748,yes,0.9818241080841414,yes,0.9834513222391862,yes,0.9845618033939736,yes,0.9820861495247499
8,jEdit-4.2,DEFECT,"// looks bad with the OS X L&F, apparently...",yes,undetermined,0,0,0,no,0.02505720221198965,yes,0.9818226684845478,yes,0.9834623711243516,yes,0.9845754545433187,yes,0.9820610914925435
9,jEdit-4.2,DEFECT,/* two plugins provide same class! */,yes,undetermined,0,0,0,no,0.02125847170155427,yes,0.9818561202035481,yes,0.9834726001063792,yes,0.9845938195783719,yes,0.9820785842731722
10,jEdit-4.2,DEFECT,"// This really should be Long.decode, but there isn't one. As a result, // hex and octal literals ending in 'l' or 'L' don't work.",yes,undetermined,0,0,0,no,0.06015799744787361,yes,0.9818420886079205,yes,0.9834705214174498,yes,0.9846016926239108,yes,0.9820758465789989
11,jEdit-4.2,DEFECT,//{{{ Broken class,yes,undetermined,0,0,0,no,0.06861974103905957,yes,0.9818158294265098,yes,0.9834422018449412,yes,0.9846073975156716,yes,0.9820608753770759
12,jEdit-4.2,DEFECT,"// while its broken to have a null // symlinkPath, some older plugins // might...",yes,undetermined,0,0,0,no,0.059296017799099654,yes,0.9818251881062372,yes,0.9834427437508909,yes,0.9846055859685011,yes,0.9821156227453784
13,jEdit-4.2,DEFECT,"// This is not good... // need a way to update eval without re-installing... // so that we can re-eval params, etc. when classloader changes // look into this",yes,undetermined,0,0,0,no,0.053229592463991296,yes,0.9818545635188235,yes,0.9834577789006489,yes,0.984572491551398,yes,0.9820684175069285
14,jEdit-4.2,DEFECT,// this seems to make nested readLock() calls work okay. // but I have no idea if it actually fixes things or not.,yes,undetermined,0,0,0,no,0.3729345705312554,yes,0.48706124318739485,yes,0.511301987773065,yes,0.5,yes,0.46318913251277594
15,jEdit-4.2,DEFECT,"// ... but if HyperSearch results window is floating, // the workaround causes problems!",yes,undetermined,0,0,0,yes,0.6653735713366549,yes,0.58774364208337,yes,0.5829965597916034,yes,0.5983490505592929,yes,0.5620694917707535
