,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba
0,apache-jmeter-2.10,DEFECT,// Don't try restoring the URL TODO: wy not?,yes,undetermined,0,0,0,yes,0.9943034192409518,yes,0.9917982108027247,yes,0.9923098806674665,yes,0.9927519142411473,yes,0.9916689645325504
1,apache-jmeter-2.10,DEFECT,// TODO: Why do we clone the return value? This is the only reference // to it (right?) so we shouldn't need a separate copy.,yes,undetermined,0,0,0,yes,0.9416079360972639,yes,0.977171743007569,yes,0.9776700078919746,yes,0.9789887886475874,yes,0.9761995496312582
2,apache-jmeter-2.10,DEFECT,"/*
     * Fix bug in JVMs that return true/false rather than True/False
     * from the type editor getAsText() method
     */",yes,undetermined,0,0,0,no,0.08832815079338337,yes,0.9460009546559189,yes,0.9776301817365534,yes,0.9790179494606911,yes,0.9761464771194128
3,apache-jmeter-2.10,DEFECT,// Should this also fail the sample? // Can happen for incorrect XPath expression,yes,undetermined,0,0,0,no,0.002866794962776681,yes,0.5857337957319508,yes,0.5735721663931569,yes,0.582408712404238,yes,0.5416308996099662
4,apache-jmeter-2.10,DEFECT,// TODO - why does null property have a value?,yes,undetermined,0,0,0,yes,0.994628676888545,yes,0.9945852904744221,yes,0.9943274316494759,yes,0.994748096639284,yes,0.9939333072551656
5,apache-jmeter-2.10,DEFECT,//int contentLength = httpMethod.getResponseContentLength();Not visible ... //TODO size ouststream according to actual content length,yes,undetermined,0,0,0,yes,0.7815851226687166,yes,0.7638943583203016,yes,0.7410095628447457,yes,0.7442701729879496,yes,0.7256095398486163
6,apache-jmeter-2.10,DEFECT,"// This would be sensible, but does not work: // public int hashCode() // { // return propMap.hashCode(); // }",yes,undetermined,0,0,0,no,0.05244955690146755,yes,0.9328410085850268,yes,0.9776492846505402,yes,0.9790252323660298,yes,0.9761502753638682
7,apache-jmeter-2.10,DEFECT,// FIXME Due to startEngine being commented engine will always be null //private StandardJMeterEngine engine;,yes,undetermined,0,0,0,no,0.3963549214419887,no,0.345100731955273,no,0.36166179046957486,no,0.36031318875271445,no,0.34531071818119674
8,apache-jmeter-2.10,DEFECT,// NOTE: these lines center the about dialog in the // current window. Some older Swing versions have // a bug in getLocationOnScreen() and they may not // make this behave properly.,yes,undetermined,0,0,0,no,0.07663063879204465,yes,0.977228706021746,yes,0.9776769525807569,yes,0.978981200826033,yes,0.9761671367245492
9,apache-jmeter-2.10,DEFECT,// TODO - how can this be null?,yes,undetermined,0,0,0,yes,0.9937162226677456,yes,0.9959215242034659,yes,0.9961807946880157,yes,0.9964931357459748,yes,0.9959168673942007
10,apache-jmeter-2.10,DEFECT,// TODO display warning dialog as this can take some time,yes,undetermined,0,0,0,yes,0.9401759212610267,yes,0.9771610882813356,yes,0.97763663790019,yes,0.9790258655396584,yes,0.9762148558231136
11,apache-jmeter-2.10,DEFECT,// TODO: may not work on all OSes?,yes,undetermined,0,0,0,yes,0.999994677116487,yes,0.9999923584692079,yes,0.9999925806307365,yes,0.9999939072885786,yes,0.9999915675608778
12,apache-jmeter-2.10,DEFECT,"/*
     * TODO: error counting needs to be sorted out.
     *
     * At present the Statistical Sampler tracks errors separately
     * It would make sense to move the error count here, but this would
     * mean lots of changes.
     * It's also tricky maintaining the count - it can't just be incremented/decremented
     * when the success flag is set as this may be done multiple times.
     * The work-round for now is to do the work in the StatisticalSampleResult,
     * which overrides this method.
     * Note that some JMS samplers also create samples with > 1 sample count
     * Also the Transaction Controller probably needs to be changed to do
     * proper sample and error accounting.
     * The purpose of this work-round is to allow at least minimal support for
     * errors in remote statistical batch mode.
     *
     */",yes,undetermined,0,0,0,yes,0.9851645812048132,yes,0.9772093661512065,yes,0.9776876147999379,yes,0.9790137530048344,yes,0.9761741768120142
13,apache-jmeter-2.10,DEFECT,// TODO: doesn't putting this here mark the tree as // saved even though a failure may occur later?,yes,undetermined,0,0,0,yes,0.5432127747783562,yes,0.7754223591437615,yes,0.7719171593371724,yes,0.7789388367246046,yes,0.762134809916944
14,apache-jmeter-2.10,DEFECT,"// TODO - fix so that this is only called once per test, instead of at every clone // Perhaps save previous filename, and only load if it has changed?",yes,undetermined,0,0,0,no,0.46724416296463894,yes,0.7524101234201266,yes,0.8707521774736062,yes,0.8756828620162979,yes,0.8624964819702338
15,apache-jmeter-2.10,DEFECT,// Bug in above method,yes,undetermined,0,0,0,no,0.05007238677177467,yes,0.6835750343465203,yes,0.7082010653004777,yes,0.7160280569802514,yes,0.6987285915829453
16,apache-jmeter-2.10,DEFECT,// TODO should we call test listeners? That might hang too ... //$NON-NLS-1$ // default is true,yes,undetermined,0,0,0,yes,0.7754620013882793,yes,0.7022951100931727,yes,0.6684595228444585,yes,0.675492605098996,yes,0.6576775451976542
17,apache-jmeter-2.10,DEFECT,"// FIXME FACTOR WITH HTTPHC4Impl, HTTPHC3Impl // Just append all the parameter values, and use that as the post body",yes,undetermined,0,0,0,yes,0.950143577888222,yes,0.9771826344661405,yes,0.9776908235009572,yes,0.9790234479800612,yes,0.9761922545872219
18,apache-jmeter-2.10,DEFECT,"/**
 * The SSLManager handles the KeyStore information for JMeter. Basically, it
 * handles all the logic for loading and initializing all the JSSE parameters
 * and selecting the alias to authenticate against if it is available.
 * SSLManager will try to automatically select the client certificate for you,
 * but if it can't make a decision, it will pop open a dialog asking you for
 * more information.
 *
 * TODO: does not actually prompt
 *
 */",yes,undetermined,0,0,0,yes,0.6567581597320122,yes,0.5863358356148977,yes,0.5659033028855691,yes,0.5725118740558687,yes,0.5554685963344834
19,apache-jmeter-2.10,DEFECT,"/*
     * URGENT: TODO - sort out equals and hashCode() - at present equal
     * instances can/will have different hashcodes - problem is, when a proper
     * hashcode is used, tests stop working, e.g. listener data disappears when
     * switching views... This presumably means that instances currently
     * regarded as equal, aren't really equal.
     *
     * @see java.lang.Object#hashCode()
     */",yes,undetermined,0,0,0,yes,0.7127505329578809,yes,0.8110826834605998,yes,0.815831028787043,yes,0.8242908685761429,yes,0.8097436704993909
20,apache-jmeter-2.10,DEFECT,"/*
         * This means that a new page will be shown before rendering is complete,
         * however the correct location will be displayed.
         * Attempts to use a ""page"" PropertyChangeListener to detect when the page
         * has been loaded failed to work any better. 
         */",yes,undetermined,0,0,0,no,0.41888404869711354,no,0.3362818501072852,no,0.3356003790205178,no,0.33239785584402404,no,0.31524906913038003
21,apache-jmeter-2.10,DEFECT,"// TODO - removes the nodes from the CheckDirty map - should it be done later, in case some can't be removed?",yes,undetermined,0,0,0,yes,0.6318291930283425,yes,0.6660207076588833,yes,0.6691062809452747,yes,0.6771159415086325,yes,0.6572490294067999
22,apache-jmeter-2.10,DESIGN,// TODO turn into parameter?,yes,undetermined,0,0,0,yes,0.9927337912359591,yes,0.9922966705319911,yes,0.9923402204174284,yes,0.9928835989932554,yes,0.9917947123669053
23,apache-jmeter-2.10,DESIGN,// TODO: should this just call super()?,yes,undetermined,0,0,0,yes,0.9900301519949454,yes,0.9886504095427718,yes,0.988357069807677,yes,0.9891443901031747,yes,0.9875893782905105
24,apache-jmeter-2.10,DESIGN,// TODO improve this,yes,undetermined,0,0,0,yes,0.983151721169526,yes,0.9872037940105408,yes,0.9873382658355078,yes,0.988147654725667,yes,0.9864069473408951
25,apache-jmeter-2.10,DESIGN,// TODO do contentType and/or dataEncoding belong in HTTPSampleResult instead?,yes,undetermined,0,0,0,yes,0.9999853385256883,yes,0.9969196796220162,yes,0.9969404695622425,yes,0.9971939901554684,yes,0.9967228006645823
26,apache-jmeter-2.10,DESIGN,// TODO - needs more work ...,yes,undetermined,0,0,0,yes,0.9999999741115252,yes,0.9999997947037933,yes,0.9999998061376131,yes,0.9999998495184319,yes,0.9999997850088739
27,apache-jmeter-2.10,DESIGN,// Maybe move to vector if MT problems occur,yes,undetermined,0,0,0,no,0.03950687619889009,yes,0.9771618279007597,yes,0.977651926099207,yes,0.9790157816107832,yes,0.9761614385300421
28,apache-jmeter-2.10,DESIGN,// TODO: This method doesn't appear to be used.,yes,undetermined,0,0,0,yes,0.9943586281187258,yes,0.9999984507781434,yes,0.999998810639213,yes,0.9999990727791056,yes,0.9999987222955472
29,apache-jmeter-2.10,DESIGN,// TODO is this really necessary?,yes,undetermined,0,0,0,yes,0.9999999729832425,yes,0.9999999579363579,yes,0.9999999639951246,yes,0.999999971573398,yes,0.9999999584492778
30,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,undetermined,0,0,0,no,0.00170873281539668,yes,0.9772018349538635,yes,0.9776546248974838,yes,0.9790175374380282,yes,0.9761507625099628
31,apache-jmeter-2.10,DESIGN,// TODO should this throw an error?,yes,undetermined,0,0,0,yes,0.997423314042259,yes,0.9971751662912147,yes,0.9973010301376697,yes,0.9999814766897942,yes,0.9971029455388584
32,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,undetermined,0,0,0,no,0.00170873281539668,yes,0.9772018349538635,yes,0.9776546248974838,yes,0.9790175374380282,yes,0.9761507625099628
33,apache-jmeter-2.10,DESIGN,// houston we have a problem !!,yes,undetermined,0,0,0,no,0.005205169886455556,no,0.04736945376691046,no,0.2359198514723606,no,0.23829996326949945,no,0.2263501700378295
34,apache-jmeter-2.10,DESIGN,//TODO replace with proper Exception,yes,undetermined,0,0,0,yes,0.9901689860318377,yes,0.9904933674256153,yes,0.9906444645969357,yes,0.9912565174967228,yes,0.989946447670553
35,apache-jmeter-2.10,DESIGN,"// TODO - charset? // TODO this should really be request data, but there is none",yes,undetermined,0,0,0,yes,0.97154553659245,yes,0.9772051734720243,yes,0.9776580699309928,yes,0.9790235109725692,yes,0.9761862108188298
36,apache-jmeter-2.10,DESIGN,// in milli-seconds // TODO: properties?,yes,undetermined,0,0,0,yes,0.9661074755161209,yes,0.9771728373364236,yes,0.977660227582256,yes,0.9790197680153013,yes,0.9762140696932016
37,apache-jmeter-2.10,DESIGN,//TODO - move to JOrphanUtils?,yes,undetermined,0,0,0,no,0.017626820542653153,no,0.018273232153539317,no,0.0171371859612572,no,0.01693189386803389,no,0.016484471741751085
38,apache-jmeter-2.10,DESIGN,// N.B. Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class,yes,undetermined,0,0,0,no,0.21564948904786363,no,0.09567582808686367,yes,0.9776396122641422,yes,0.9789930869274437,yes,0.9761602110659272
