,projectname,classification,commenttext,label,code,time,yes_vote,no_vote,svm_pred_0,svm_pred_0_proba,svm_pred_1,svm_pred_1_proba,svm_pred_2,svm_pred_2_proba,svm_pred_3,svm_pred_3_proba,svm_pred_4,svm_pred_4_proba
0,emf-2.4.1,DEFECT,"// Bug 124306: we should rely on XMLCalendar to normalize Dave value, to ensure that all Date value // fields are taken into account.",yes,undetermined,0,0,0,no,0.028672263900485835,yes,0.9852008069613494,yes,0.9841163327509898,yes,0.9859262904400695,yes,0.9869107342919646
1,emf-2.4.1,DEFECT,// is this an error???,yes,undetermined,0,0,0,no,0.013042841526151492,no,0.012817804739238044,no,0.012466382928599988,no,0.011576860392080952,no,0.010674408037148241
2,emf-2.4.1,DEFECT,//FB Won't compile with VAJ or NO_JIKES  //FB Object adapter = adapterFactory.adapt(mapping);,yes,undetermined,0,0,0,no,0.026262884646775956,yes,0.9851887484281996,yes,0.9841198244381674,yes,0.9859108766533016,yes,0.9869457621357229
3,emf-2.4.1,DEFECT,// EATM must fix isSet bits.,yes,undetermined,0,0,0,no,0.02553326968294,yes,0.9852136657099636,yes,0.9841256076135348,yes,0.985906368825031,yes,0.9869473873932305
4,emf-2.4.1,DEFECT,// EATM must fix isSet bits.,yes,undetermined,0,0,0,no,0.02553326968294,yes,0.9852136657099636,yes,0.9841256076135348,yes,0.985906368825031,yes,0.9869473873932305
5,emf-2.4.1,DEFECT,// is this an error???,yes,undetermined,0,0,0,no,0.013042841526151492,no,0.012817804739238044,no,0.012466382928599988,no,0.011576860392080952,no,0.010674408037148241
6,emf-2.4.1,DEFECT,// line comments at the end of annotations are not a part of the range of annotation // TODO is not including line comments at the end of annotations a bug?,yes,undetermined,0,0,0,no,0.3878153948271767,yes,0.5066821650242661,yes,0.5,yes,0.5089085230793485,yes,0.5089627532211557
7,emf-2.4.1,DEFECT,// EATM in JDK 1.4 there will be an indexOf on StringBuffer. //,yes,undetermined,0,0,0,no,0.06126076308472136,yes,0.985196811906674,yes,0.9841165268054298,yes,0.98588831334037,yes,0.9869580185919987
8,emf-2.4.1,DESIGN,// TODO factor up into GenBaseImpl //,yes,undetermined,0,0,0,yes,0.9999968335688689,yes,0.9999965909085764,yes,0.999995958742608,yes,0.9999972381668897,yes,0.9999978580578047
9,emf-2.4.1,DESIGN,// EATM Call the deprecated method which does the same thing  // but might have an override in older code.,yes,undetermined,0,0,0,no,0.11975480837495696,no,0.06506725583150544,yes,0.9841094786908083,yes,0.9859367971854719,yes,0.9869428693878908
10,emf-2.4.1,DESIGN,// TODO factor up into GenBaseImpl //,yes,undetermined,0,0,0,yes,0.9999968335688689,yes,0.9999965909085764,yes,0.999995958742608,yes,0.9999972381668897,yes,0.9999978580578047
11,emf-2.4.1,DESIGN,// Unused?,yes,undetermined,0,0,0,no,0.013057526148887154,yes,0.9851827050371853,yes,0.9840856053018499,yes,0.9859065105821894,yes,0.9869211561810884
12,emf-2.4.1,DESIGN,// TODO factor up into GenBaseImpl? //,yes,undetermined,0,0,0,yes,0.9999968335688689,yes,0.9999965909085764,yes,0.999995958742608,yes,0.9999972381668897,yes,0.9999978580578047
13,emf-2.4.1,DESIGN,// call workaround,yes,undetermined,0,0,0,yes,0.9999996336426794,yes,0.9999996651397911,yes,0.999999608707276,yes,0.9999997391387462,yes,0.999999805505716
